Dataset,K,Repetition,Seed,Model,Method,Epsilon,FairlearnTolerance,AdversarialWeight,Accuracy,Unfairness,RuntimeSeconds
CRIME,2,7,71777,reglog,Our Eps-Fair,0.4,,,0.7669172932330827,0.3685338307956035,0.004430147004313767
CRIME,2,7,71777,reglog,Our Eps-Fair,0.5,,,0.7869674185463659,0.43894322879903197,0.0034965789964189753
CRIME,2,7,71777,reglog,Fairlearn,,0.0001,,0.6591478696741855,0.04366239790259152,0.4537571770051727
CRIME,2,7,71777,reglog,Fairlearn,,0.5,,0.6716791979949874,0.05788040738126454,0.586325754004065
CRIME,2,7,71777,reglog,Fairlearn,,1.0,,0.6666666666666666,0.04956135928204097,0.6730951909994474
CRIME,2,7,71777,reglog,Fairlearn,,2.5,,0.8020050125313283,0.508193001915902,0.5582360810076352
CRIME,2,7,71777,reglog,Fairlearn,,5.0,,0.8220551378446115,0.6472723605929213,0.5377963920036564
CRIME,2,7,71777,reglog,Fairlearn,,10.0,,0.8220551378446115,0.6472723605929213,0.5575602760072798
CRIME,2,7,71777,RF,Unfair,,,,0.8245614035087719,0.6839265907028336,0.003557222997187637
CRIME,2,7,71777,RF,Our Eps-Fair,0.0,,,0.6240601503759399,0.0658213169305234,0.014421758009120822
CRIME,2,7,71777,RF,Our Eps-Fair,0.1,,,0.6791979949874687,0.10575274780679644,0.0242704669944942
CRIME,2,7,71777,RF,Our Eps-Fair,0.2,,,0.6992481203007519,0.15604517495210246,0.01723958199727349
CRIME,2,7,71777,RF,Our Eps-Fair,0.3,,,0.7167919799498746,0.2329333467782596,0.008283417992061004
CRIME,2,7,71777,RF,Our Eps-Fair,0.4,,,0.7368421052631579,0.3016033074518504,0.004997359006665647
CRIME,2,7,71777,RF,Our Eps-Fair,0.5,,,0.7869674185463659,0.4217253201573056,0.005630726998788305
CRIME,2,7,71777,RF,Fairlearn,,0.0001,,0.631578947368421,0.06098114349097511,1.7933220759878168
CRIME,2,7,71777,RF,Fairlearn,,0.5,,0.6441102756892231,0.08583745084198852,1.9017269629985094
CRIME,2,7,71777,RF,Fairlearn,,1.0,,0.606516290726817,0.006529192296057307,2.1659462859970517
CRIME,2,7,71777,RF,Fairlearn,,2.5,,0.8145363408521303,0.5756025007562771,1.8019648420013255
CRIME,2,7,71777,RF,Fairlearn,,5.0,,0.8070175438596491,0.5312090349904205,1.9902794800000265
CRIME,2,7,71777,RF,Fairlearn,,10.0,,0.8070175438596491,0.5199909246748009,2.0294196019967785
CRIME,2,7,71777,GBM,Unfair,,,,0.8395989974937343,0.7129424221034587,0.0014783149963477626
CRIME,2,7,71777,GBM,Our Eps-Fair,0.0,,,0.6390977443609023,0.03854492285973582,0.01594970100268256
CRIME,2,7,71777,GBM,Our Eps-Fair,0.1,,,0.6616541353383458,0.048401734395482565,0.007171721998020075
CRIME,2,7,71777,GBM,Our Eps-Fair,0.2,,,0.7092731829573935,0.15430573762226485,0.008089641007245518
CRIME,2,7,71777,GBM,Our Eps-Fair,0.3,,,0.7243107769423559,0.22471513562569329,0.006302510999375954
CRIME,2,7,71777,GBM,Our Eps-Fair,0.4,,,0.7568922305764411,0.35131592215387725,0.005389574987930246
CRIME,2,7,71777,GBM,Our Eps-Fair,0.5,,,0.7769423558897243,0.4519007764444892,0.006485111007350497
CRIME,2,7,71777,GBM,Fairlearn,,0.0001,,0.6390977443609023,0.01900776444489266,1.7182349920039997
CRIME,2,7,71777,GBM,Fairlearn,,0.5,,0.6265664160401002,0.014848240395280876,1.9192786870116834
CRIME,2,7,71777,GBM,Fairlearn,,1.0,,0.6140350877192983,0.007109004739336511,1.9309488509898074
CRIME,2,7,71777,GBM,Fairlearn,,2.5,,0.8095238095238095,0.5554855298981547,2.3571943510032725
CRIME,2,7,71777,GBM,Fairlearn,,5.0,,0.8095238095238095,0.5454270444690934,1.872008692997042
CRIME,2,7,71777,GBM,Fairlearn,,10.0,,0.7994987468671679,0.4951346173237875,2.2300210620014695
CRIME,2,7,71777,NN,Unfair,,,,0.8320802005012531,0.7308409801351216,
CRIME,2,7,71777,NN,Our Eps-Fair,0.01,,,0.6115288220551378,0.06088030654431781,0.005021125005441718
CRIME,2,7,71777,NN,Our Eps-Fair,0.1,,,0.6290726817042607,0.01590702833518204,0.008192494002287276
CRIME,2,7,71777,NN,Our Eps-Fair,0.3,,,0.7167919799498746,0.24977311687002118,0.007447759999195114
CRIME,2,7,71777,NN,Our Eps-Fair,0.5,,,0.7694235588972431,0.4338257537561762,0.007066844002110884
CRIME,2,7,71777,NN,Our Eps-Fair,0.9,,,0.8320802005012531,0.7308409801351216,0.0010343380126869306
CRIME,2,7,71777,NN,Fair-adversarial,,,0.01,0.8220551378446115,0.605878793990118,1.7967540089885006
CRIME,2,7,71777,NN,Fair-adversarial,,,0.1,0.8020050125313283,0.596400121004336,2.072336943994742
CRIME,2,7,71777,NN,Fair-adversarial,,,0.5,0.6516290726817042,0.07492185136634066,1.9915912480064435
CRIME,2,7,71777,NN,Fair-adversarial,,,0.9,0.5087719298245614,0.21279116668347287,1.8856457450019661
CRIME,2,7,71777,NN,Fair-adversarial,,,1.0,0.543859649122807,0.15786023999193305,1.9386244189954596
CRIME,2,8,81777,reglog,Unfair,,,,0.8471177944862155,0.7151265154182807,0.0002762849908322096
CRIME,2,8,81777,reglog,Our Eps-Fair,0.0,,,0.6917293233082706,0.043714472558981865,0.021356308992835693
CRIME,2,8,81777,reglog,Our Eps-Fair,0.1,,,0.7418546365914787,0.1939232355752301,0.01531405899731908
CRIME,2,8,81777,reglog,Our Eps-Fair,0.2,,,0.7869674185463659,0.32438754464510294,0.030506291004712693
CRIME,2,8,81777,reglog,Our Eps-Fair,0.3,,,0.8220551378446115,0.41568992404044475,0.016974343001493253
CRIME,2,8,81777,reglog,Our Eps-Fair,0.4,,,0.8320802005012531,0.5056843905629056,0.006593389989575371
CRIME,2,8,81777,reglog,Our Eps-Fair,0.5,,,0.8320802005012531,0.5953518788671462,0.007614243004354648
CRIME,2,8,81777,reglog,Fairlearn,,0.0001,,0.7192982456140351,0.1418330901956839,1.0314799369953107
CRIME,2,8,81777,reglog,Fairlearn,,0.5,,0.7042606516290727,0.11107198551234976,0.9234412040095776
CRIME,2,8,81777,reglog,Fairlearn,,1.0,,0.7192982456140351,0.13114341767694554,0.7539120000001276
CRIME,2,8,81777,reglog,Fairlearn,,2.5,,0.8345864661654135,0.5603903616882137,1.1347511729982216
CRIME,2,8,81777,reglog,Fairlearn,,5.0,,0.8446115288220551,0.6804919764575683,0.6980515030008974
CRIME,2,8,81777,reglog,Fairlearn,,10.0,,0.8395989974937343,0.690200714321646,0.7798766230116598
CRIME,2,8,81777,RF,Unfair,,,,0.849624060150376,0.6817998893304492,0.0191616459924262
CRIME,2,8,81777,RF,Our Eps-Fair,0.0,,,0.7393483709273183,0.16899743447859555,0.014447446999838576
CRIME,2,8,81777,RF,Our Eps-Fair,0.1,,,0.7518796992481203,0.22468434025856437,0.006169411004520953
CRIME,2,8,81777,RF,Our Eps-Fair,0.2,,,0.7844611528822055,0.34123949896876105,0.00947334899683483
CRIME,2,8,81777,RF,Our Eps-Fair,0.3,,,0.7944862155388471,0.4422506162281805,0.0064231400028802454
CRIME,2,8,81777,RF,Our Eps-Fair,0.4,,,0.8270676691729323,0.5267367573821621,0.005979823006782681
CRIME,2,8,81777,RF,Our Eps-Fair,0.5,,,0.8421052631578947,0.5966597917400271,0.009570135996909812
CRIME,2,8,81777,RF,Fairlearn,,0.0001,,0.6491228070175439,0.06569746969163442,11.211983266010066
CRIME,2,8,81777,RF,Fairlearn,,0.5,,0.6766917293233082,0.11200261582574583,11.585238581013982
CRIME,2,8,81777,RF,Fairlearn,,1.0,,0.6340852130325815,0.07540620755571209,9.54871188000834
CRIME,2,8,81777,RF,Fairlearn,,2.5,,0.8446115288220551,0.6021681171085065,14.152897599007702
CRIME,2,8,81777,RF,Fairlearn,,5.0,,0.8471177944862155,0.6274208964233613,11.635094978002599
CRIME,2,8,81777,RF,Fairlearn,,10.0,,0.8471177944862155,0.6277478746415815,11.224104709996027
CRIME,2,8,81777,GBM,Unfair,,,,0.8446115288220551,0.672745107902812,0.0011688800004776567
CRIME,2,8,81777,GBM,Our Eps-Fair,0.0,,,0.7092731829573935,0.1078022033301474,0.004649959009839222
CRIME,2,8,81777,GBM,Our Eps-Fair,0.1,,,0.7493734335839599,0.19943156094370945,0.007361592011875473
CRIME,2,8,81777,GBM,Our Eps-Fair,0.2,,,0.7644110275689223,0.2803712460385331,0.010339220010791905
CRIME,2,8,81777,GBM,Our Eps-Fair,0.3,,,0.8020050125313283,0.43706926907792143,0.007732722006039694
CRIME,2,8,81777,GBM,Our Eps-Fair,0.4,,,0.8320802005012531,0.5270637356003823,0.006182736993650906
CRIME,2,8,81777,GBM,Our Eps-Fair,0.5,,,0.8395989974937343,0.5927863574626491,0.007435302992234938
CRIME,2,8,81777,GBM,Fairlearn,,0.0001,,0.7243107769423559,0.13212435233160624,2.114693873008946
CRIME,2,8,81777,GBM,Fairlearn,,0.5,,0.7192982456140351,0.1120529201670104,2.1236440150096314
CRIME,2,8,81777,GBM,Fairlearn,,1.0,,0.6691729323308271,0.05991247044619952,2.223490185002447
CRIME,2,8,81777,GBM,Fairlearn,,2.5,,0.8295739348370927,0.6031490517631671,2.16254141900572
CRIME,2,8,81777,GBM,Fairlearn,,5.0,,0.8370927318295739,0.5782232506665326,2.1045205109985545
CRIME,2,8,81777,GBM,Fairlearn,,10.0,,0.8395989974937343,0.522863323104784,3.3423475970048457
CRIME,2,8,81777,NN,Unfair,,,,0.8345864661654135,0.6811459328940087,
CRIME,2,8,81777,NN,Our Eps-Fair,0.01,,,0.7192982456140351,0.16223150057849994,0.010706285000196658
CRIME,2,8,81777,NN,Our Eps-Fair,0.1,,,0.7468671679197995,0.24704461995070176,0.01042684398998972
CRIME,2,8,81777,NN,Our Eps-Fair,0.3,,,0.7844611528822055,0.36261884400623773,0.009199206993798725
CRIME,2,8,81777,NN,Our Eps-Fair,0.5,,,0.8245614035087719,0.5623522309975351,0.004833337996387854
CRIME,2,8,81777,NN,Our Eps-Fair,0.9,,,0.8345864661654135,0.6811459328940087,0.001269276996026747
CRIME,2,8,81777,NN,Fair-adversarial,,,0.01,0.8471177944862155,0.6659288696614518,2.26083002499945
CRIME,2,8,81777,NN,Fair-adversarial,,,0.1,0.8295739348370927,0.5493737109512551,1.6593723580008373
CRIME,2,8,81777,NN,Fair-adversarial,,,0.5,0.7218045112781954,0.1633885004275869,1.6983507919940166
CRIME,2,8,81777,NN,Fair-adversarial,,,0.9,0.5463659147869674,0.20094069118164898,1.6868979279970517
CRIME,2,8,81777,NN,Fair-adversarial,,,1.0,0.5789473684210527,0.08471251068967256,1.653688605001662
CRIME,2,9,91777,reglog,Unfair,,,,0.8045112781954887,0.7013693113169552,0.00022853098926134408
CRIME,2,9,91777,reglog,Our Eps-Fair,0.0,,,0.6691729323308271,0.014272049939589193,0.010051310004200786
CRIME,2,9,91777,reglog,Our Eps-Fair,0.1,,,0.7117794486215538,0.08135320177204997,0.024543859995901585
CRIME,2,9,91777,reglog,Our Eps-Fair,0.2,,,0.7744360902255639,0.25689689891260575,0.01160115200036671
CRIME,2,9,91777,reglog,Our Eps-Fair,0.3,,,0.7894736842105263,0.3280557792992348,0.016212681992328726
CRIME,2,9,91777,reglog,Our Eps-Fair,0.4,,,0.8170426065162907,0.4140656463954893,0.015570789997582324
CRIME,2,9,91777,reglog,Our Eps-Fair,0.5,,,0.8170426065162907,0.5350130890052356,0.010907892006798647
CRIME,2,9,91777,reglog,Fairlearn,,0.0001,,0.6942355889724311,0.040223519935561836,0.33575087500503287
CRIME,2,9,91777,reglog,Fairlearn,,0.5,,0.6917293233082706,0.03456000805477244,0.3972997769888025
CRIME,2,9,91777,reglog,Fairlearn,,1.0,,0.6992481203007519,0.03893979057591623,0.2943870150047587
CRIME,2,9,91777,reglog,Fairlearn,,2.5,,0.8220551378446115,0.5157823197744664,0.3399953070038464
CRIME,2,9,91777,reglog,Fairlearn,,5.0,,0.8095238095238095,0.6515807490938381,0.30860880701220594
CRIME,2,9,91777,reglog,Fairlearn,,10.0,,0.8070175438596491,0.6668596455900121,0.4314438430010341
CRIME,2,9,91777,RF,Unfair,,,,0.8170426065162907,0.6551047120418848,0.009834162003244273
CRIME,2,9,91777,RF,Our Eps-Fair,0.0,,,0.6967418546365914,0.028997180829641644,0.010564094001892954
CRIME,2,9,91777,RF,Our Eps-Fair,0.1,,,0.7243107769423559,0.0940646395489328,0.007872272995882668
CRIME,2,9,91777,RF,Our Eps-Fair,0.2,,,0.7694235588972431,0.20625251711639148,0.004991474997950718
CRIME,2,9,91777,RF,Our Eps-Fair,0.3,,,0.7994987468671679,0.29835380587998395,0.00844358500035014
CRIME,2,9,91777,RF,Our Eps-Fair,0.4,,,0.7994987468671679,0.3887434554973822,0.0072900400118669495
CRIME,2,9,91777,RF,Our Eps-Fair,0.5,,,0.8220551378446115,0.49569573097060005,0.008025023009395227
CRIME,2,9,91777,RF,Fairlearn,,0.0001,,0.6591478696741855,0.00667035843737418,7.9694427009962965
CRIME,2,9,91777,RF,Fairlearn,,0.5,,0.6491228070175439,0.08616089407974226,7.928767915000208
CRIME,2,9,91777,RF,Fairlearn,,1.0,,0.6641604010025063,0.01628574305275876,9.047628608008381
CRIME,2,9,91777,RF,Fairlearn,,2.5,,0.8270676691729323,0.5764699959726137,12.15957061300287
CRIME,2,9,91777,RF,Fairlearn,,5.0,,0.8245614035087719,0.610979661699557,9.214563607005402
CRIME,2,9,91777,RF,Fairlearn,,10.0,,0.8270676691729323,0.6061719693918647,8.837553695993847
CRIME,2,9,91777,GBM,Unfair,,,,0.8320802005012531,0.6672875553765607,0.0011313330032862723
CRIME,2,9,91777,GBM,Our Eps-Fair,0.0,,,0.6917293233082706,0.0172422472815143,0.007440464003593661
CRIME,2,9,91777,GBM,Our Eps-Fair,0.1,,,0.7092731829573935,0.114151228352799,0.006038623992935754
CRIME,2,9,91777,GBM,Our Eps-Fair,0.2,,,0.7443609022556391,0.1966371325010069,0.00506270800542552
CRIME,2,9,91777,GBM,Our Eps-Fair,0.3,,,0.7819548872180451,0.3136327023761579,0.0064187190000666305
CRIME,2,9,91777,GBM,Our Eps-Fair,0.4,,,0.7919799498746867,0.42624848973016516,0.008623102999990806
CRIME,2,9,91777,GBM,Our Eps-Fair,0.5,,,0.8095238095238095,0.5214458316552557,0.005621941003482789
CRIME,2,9,91777,GBM,Fairlearn,,0.0001,,0.6741854636591479,0.01842529198550147,0.9462708480132278
CRIME,2,9,91777,GBM,Fairlearn,,0.5,,0.6892230576441103,0.028468586387434547,1.1556658369954675
CRIME,2,9,91777,GBM,Fairlearn,,1.0,,0.6842105263157895,0.007954087797019782,0.9757148770004278
CRIME,2,9,91777,GBM,Fairlearn,,2.5,,0.8170426065162907,0.5568113169552961,1.3160813839931507
CRIME,2,9,91777,GBM,Fairlearn,,5.0,,0.8145363408521303,0.5419603302456706,1.117139711001073
CRIME,2,9,91777,GBM,Fairlearn,,10.0,,0.8120300751879699,0.5070227547321788,1.3014196750009432
CRIME,2,9,91777,NN,Unfair,,,,0.8095238095238095,0.6641915022150624,
CRIME,2,9,91777,NN,Our Eps-Fair,0.01,,,0.6791979949874687,0.02622835279903346,0.01072522799950093
CRIME,2,9,91777,NN,Our Eps-Fair,0.1,,,0.7017543859649122,0.06811316955296015,0.005502774001797661
CRIME,2,9,91777,NN,Our Eps-Fair,0.3,,,0.7719298245614035,0.30872432541280714,0.009264935011742637
CRIME,2,9,91777,NN,Our Eps-Fair,0.5,,,0.8070175438596491,0.5781816351188079,0.008072956989053637
CRIME,2,9,91777,NN,Our Eps-Fair,0.9,,,0.8095238095238095,0.6641915022150624,0.0010043869988294318
CRIME,2,9,91777,NN,Fair-adversarial,,,0.01,0.8045112781954887,0.7017972211035038,1.7950891819928074
CRIME,2,9,91777,NN,Fair-adversarial,,,0.1,0.8120300751879699,0.5974124043495771,1.904279605994816
CRIME,2,9,91777,NN,Fair-adversarial,,,0.5,0.6290726817042607,0.03566753926701571,1.801781040005153
CRIME,2,9,91777,NN,Fair-adversarial,,,0.9,0.5639097744360902,0.1822643979057592,1.6688787590101128
CRIME,2,9,91777,NN,Fair-adversarial,,,1.0,0.5714285714285714,0.1456151832460733,1.656293205000111
CRIME,2,10,101777,reglog,Unfair,,,,0.8421052631578947,0.7095226130653267,0.00014048498996999115
CRIME,2,10,101777,reglog,Our Eps-Fair,0.0,,,0.6741854636591479,0.05238693467336686,0.004748841005493887
CRIME,2,10,101777,reglog,Our Eps-Fair,0.1,,,0.7092731829573935,0.12266331658291457,0.0076639900071313605
CRIME,2,10,101777,reglog,Our Eps-Fair,0.2,,,0.7543859649122807,0.24314070351758799,0.008780824005953036
CRIME,2,10,101777,reglog,Our Eps-Fair,0.3,,,0.8120300751879699,0.36849246231155786,0.006550411999342032
CRIME,2,10,101777,reglog,Our Eps-Fair,0.4,,,0.8220551378446115,0.43876884422110557,0.008449310000287369
CRIME,2,10,101777,reglog,Our Eps-Fair,0.5,,,0.8395989974937343,0.5441206030150754,0.009149186997092329
CRIME,2,10,101777,reglog,Fairlearn,,0.0001,,0.6942355889724311,0.11276381909547745,0.3748062320082681
CRIME,2,10,101777,reglog,Fairlearn,,0.5,,0.6917293233082706,0.09768844221105533,0.5774005790008232
CRIME,2,10,101777,reglog,Fairlearn,,1.0,,0.6942355889724311,0.11273869346733673,0.6031979990075342
CRIME,2,10,101777,reglog,Fairlearn,,2.5,,0.8395989974937343,0.5541708542713568,0.553666212988901
CRIME,2,10,101777,reglog,Fairlearn,,5.0,,0.8421052631578947,0.6293467336683417,0.6886917730007553
CRIME,2,10,101777,reglog,Fairlearn,,10.0,,0.8370927318295739,0.6894723618090453,0.6151693380088545
CRIME,2,10,101777,RF,Unfair,,,,0.8446115288220551,0.694572864321608,0.017419340991182253
CRIME,2,10,101777,RF,Our Eps-Fair,0.0,,,0.6791979949874687,0.022361809045226222,0.017927970009623095
CRIME,2,10,101777,RF,Our Eps-Fair,0.1,,,0.731829573934837,0.15788944723618087,0.013625156992929988
CRIME,2,10,101777,RF,Our Eps-Fair,0.2,,,0.7694235588972431,0.2531909547738693,0.004125538005609997
CRIME,2,10,101777,RF,Our Eps-Fair,0.3,,,0.8070175438596491,0.3485678391959799,0.007045145990559831
CRIME,2,10,101777,RF,Our Eps-Fair,0.4,,,0.8320802005012531,0.4388442211055277,0.008564475007005967
CRIME,2,10,101777,RF,Our Eps-Fair,0.5,,,0.8370927318295739,0.5190452261306533,0.00423887898796238
CRIME,2,10,101777,RF,Fairlearn,,0.0001,,0.6591478696741855,0.07309045226130656,9.112848562988802
CRIME,2,10,101777,RF,Fairlearn,,0.5,,0.731829573934837,0.13788944723618096,9.851923314010492
CRIME,2,10,101777,RF,Fairlearn,,1.0,,0.656641604010025,0.08814070351758796,8.465493625990348
CRIME,2,10,101777,RF,Fairlearn,,2.5,,0.8295739348370927,0.5641457286432161,7.653212634992087
CRIME,2,10,101777,RF,Fairlearn,,5.0,,0.8295739348370927,0.5641457286432161,8.446957403997658
CRIME,2,10,101777,RF,Fairlearn,,10.0,,0.8370927318295739,0.6092713567839196,8.6042955610028
CRIME,2,10,101777,GBM,Unfair,,,,0.8395989974937343,0.7045226130653267,0.0012315650092205033
CRIME,2,10,101777,GBM,Our Eps-Fair,0.0,,,0.681704260651629,0.04736180904522613,0.005694488994777203
CRIME,2,10,101777,GBM,Our Eps-Fair,0.1,,,0.7218045112781954,0.14763819095477387,0.0059385490021668375
CRIME,2,10,101777,GBM,Our Eps-Fair,0.2,,,0.7719298245614035,0.268140703517588,0.005703455986804329
CRIME,2,10,101777,GBM,Our Eps-Fair,0.3,,,0.7919799498746867,0.3183417085427136,0.0053495110041694716
CRIME,2,10,101777,GBM,Our Eps-Fair,0.4,,,0.8370927318295739,0.47881909547738694,0.004890226002316922
CRIME,2,10,101777,GBM,Our Eps-Fair,0.5,,,0.8421052631578947,0.5590452261306533,0.004776308996952139
CRIME,2,10,101777,GBM,Fairlearn,,0.0001,,0.6741854636591479,0.06319095477386938,1.8095455540023977
CRIME,2,10,101777,GBM,Fairlearn,,0.5,,0.6867167919799498,0.11821608040201004,1.9899233290052507
CRIME,2,10,101777,GBM,Fairlearn,,1.0,,0.6641604010025063,0.10314070351758797,2.1663022190041374
CRIME,2,10,101777,GBM,Fairlearn,,2.5,,0.8446115288220551,0.5740954773869347,1.8311231319967192
CRIME,2,10,101777,GBM,Fairlearn,,5.0,,0.8446115288220551,0.5740954773869347,2.0417783750017406
CRIME,2,10,101777,GBM,Fairlearn,,10.0,,0.8421052631578947,0.5590954773869347,2.461123373999726
CRIME,2,10,101777,NN,Unfair,,,,0.8571428571428571,0.6793969849246232,
CRIME,2,10,101777,NN,Our Eps-Fair,0.01,,,0.6741854636591479,0.012010050251256288,0.006245798998861574
CRIME,2,10,101777,NN,Our Eps-Fair,0.1,,,0.7017543859649122,0.10743718592964824,0.007694540006923489
CRIME,2,10,101777,NN,Our Eps-Fair,0.3,,,0.7894736842105263,0.3233165829145729,0.01295991700317245
CRIME,2,10,101777,NN,Our Eps-Fair,0.5,,,0.8546365914786967,0.5340201005025126,0.017036268996889703
CRIME,2,10,101777,NN,Our Eps-Fair,0.9,,,0.8571428571428571,0.6793969849246232,0.0022036800073692575
CRIME,2,10,101777,NN,Fair-adversarial,,,0.01,0.8370927318295739,0.6795477386934674,1.6515078350057593
CRIME,2,10,101777,NN,Fair-adversarial,,,0.1,0.849624060150376,0.6141457286432161,1.639657834006357
CRIME,2,10,101777,NN,Fair-adversarial,,,0.5,0.8220551378446115,0.41894472361809043,1.654820183000993
CRIME,2,10,101777,NN,Fair-adversarial,,,0.9,0.5388471177944862,0.1257286432160804,1.6610468620056054
CRIME,2,10,101777,NN,Fair-adversarial,,,1.0,0.7994987468671679,0.5241708542713568,1.5323884219978936
CRIME,2,11,111777,reglog,Unfair,,,,0.8170426065162907,0.6898021308980213,0.00023592100478708744
CRIME,2,11,111777,reglog,Our Eps-Fair,0.0,,,0.6791979949874687,0.05487062404870624,0.011267008012509905
CRIME,2,11,111777,reglog,Our Eps-Fair,0.1,,,0.7042606516290727,0.035235920852359215,0.015356503005023114
CRIME,2,11,111777,reglog,Our Eps-Fair,0.2,,,0.7468671679197995,0.16324200913242015,0.009751156001584604
CRIME,2,11,111777,reglog,Our Eps-Fair,0.3,,,0.7644110275689223,0.21841704718417054,0.016805990002467297
CRIME,2,11,111777,reglog,Our Eps-Fair,0.4,,,0.7844611528822055,0.3146879756468797,0.017279501000302844
CRIME,2,11,111777,reglog,Our Eps-Fair,0.5,,,0.8220551378446115,0.4468797564687976,0.011069813001086004
CRIME,2,11,111777,reglog,Fairlearn,,0.0001,,0.6992481203007519,0.004870624048706307,0.5247780030040303
CRIME,2,11,111777,reglog,Fairlearn,,0.5,,0.7117794486215538,0.039802130898021315,0.5239897199935513
CRIME,2,11,111777,reglog,Fairlearn,,1.0,,0.7142857142857143,0.035235920852359215,0.52137117300299
CRIME,2,11,111777,reglog,Fairlearn,,2.5,,0.8170426065162907,0.41651445966514467,0.6092945400014287
CRIME,2,11,111777,reglog,Fairlearn,,5.0,,0.8245614035087719,0.5598173515981735,0.7428031199960969
CRIME,2,11,111777,reglog,Fairlearn,,10.0,,0.8170426065162907,0.6372146118721461,0.7010922200133791
CRIME,2,11,111777,RF,Unfair,,,,0.8170426065162907,0.6199391171993911,0.011849084999994375
CRIME,2,11,111777,RF,Our Eps-Fair,0.0,,,0.6541353383458647,0.12374429223744293,0.013783499001874588
CRIME,2,11,111777,RF,Our Eps-Fair,0.1,,,0.6967418546365914,0.00068493150684934,0.017533060992718674
CRIME,2,11,111777,RF,Our Eps-Fair,0.2,,,0.7443609022556391,0.10509893455098934,0.011500767999677919
CRIME,2,11,111777,RF,Our Eps-Fair,0.3,,,0.7719298245614035,0.24223744292237448,0.005607867002254352
CRIME,2,11,111777,RF,Our Eps-Fair,0.4,,,0.8070175438596491,0.3293759512937596,0.005241274993750267
CRIME,2,11,111777,RF,Our Eps-Fair,0.5,,,0.8245614035087719,0.4867579908675799,0.006729062006343156
CRIME,2,11,111777,RF,Fairlearn,,0.0001,,0.6365914786967418,0.05083713850837146,5.507254283002112
CRIME,2,11,111777,RF,Fairlearn,,0.5,,0.6616541353383458,0.010350076103500805,5.485470725994674
CRIME,2,11,111777,RF,Fairlearn,,1.0,,0.6616541353383458,0.05304414003044139,5.4190318180044414
CRIME,2,11,111777,RF,Fairlearn,,2.5,,0.8345864661654135,0.5050228310502283,6.550687957991613
CRIME,2,11,111777,RF,Fairlearn,,5.0,,0.8220551378446115,0.5611872146118722,7.803107560990611
CRIME,2,11,111777,RF,Fairlearn,,10.0,,0.8220551378446115,0.47922374429223746,5.660374276005314
CRIME,2,11,111777,GBM,Unfair,,,,0.8220551378446115,0.6473363774733638,0.0010061220091301948
CRIME,2,11,111777,GBM,Our Eps-Fair,0.0,,,0.6491228070175439,0.10350076103500766,0.0050407740054652095
CRIME,2,11,111777,GBM,Our Eps-Fair,0.1,,,0.6766917293233082,0.0012937595129376422,0.005425160998129286
CRIME,2,11,111777,GBM,Our Eps-Fair,0.2,,,0.7192982456140351,0.09794520547945212,0.007757508996292017
CRIME,2,11,111777,GBM,Our Eps-Fair,0.3,,,0.7619047619047619,0.21088280060882802,0.00426560000050813
CRIME,2,11,111777,GBM,Our Eps-Fair,0.4,,,0.7894736842105263,0.3238203957382039,0.005957664005109109
CRIME,2,11,111777,GBM,Our Eps-Fair,0.5,,,0.8095238095238095,0.4250380517503805,0.005505929992068559
CRIME,2,11,111777,GBM,Fairlearn,,0.0001,,0.6616541353383458,0.029071537290715432,1.0285148039984051
CRIME,2,11,111777,GBM,Fairlearn,,0.5,,0.6591478696741855,0.010958904109588996,0.9033264130121097
CRIME,2,11,111777,GBM,Fairlearn,,1.0,,0.6466165413533834,0.06217656012176559,1.2091161670105066
CRIME,2,11,111777,GBM,Fairlearn,,2.5,,0.8270676691729323,0.4994672754946728,1.1317032679944532
CRIME,2,11,111777,GBM,Fairlearn,,5.0,,0.8270676691729323,0.4994672754946728,1.1935282619961072
CRIME,2,11,111777,GBM,Fairlearn,,10.0,,0.8145363408521303,0.4452815829528159,1.2703944429958938
CRIME,2,11,111777,NN,Unfair,,,,0.8295739348370927,0.6536529680365297,
CRIME,2,11,111777,NN,Our Eps-Fair,0.01,,,0.6491228070175439,0.09086757990867583,0.005700120993424207
CRIME,2,11,111777,NN,Our Eps-Fair,0.1,,,0.6892230576441103,0.03477929984779299,0.0055127520026871935
CRIME,2,11,111777,NN,Our Eps-Fair,0.3,,,0.7644110275689223,0.27694063926940643,0.007446454997989349
CRIME,2,11,111777,NN,Our Eps-Fair,0.5,,,0.8070175438596491,0.47998477929984784,0.0032870139984879643
CRIME,2,11,111777,NN,Our Eps-Fair,0.9,,,0.8295739348370927,0.6536529680365297,0.000891932999365963
CRIME,2,11,111777,NN,Fair-adversarial,,,0.01,0.8245614035087719,0.6254946727549466,1.6531338519998826
CRIME,2,11,111777,NN,Fair-adversarial,,,0.1,0.8295739348370927,0.5941400304414004,1.6171042490022955
CRIME,2,11,111777,NN,Fair-adversarial,,,0.5,0.7694235588972431,0.2766362252663623,1.6560036199953174
CRIME,2,11,111777,NN,Fair-adversarial,,,0.9,0.6040100250626567,0.1952054794520548,1.791863459002343
CRIME,2,11,111777,NN,Fair-adversarial,,,1.0,0.5889724310776943,0.2053272450532725,1.6509244420012692
CRIME,2,12,121777,reglog,Unfair,,,,0.849624060150376,0.6991959798994974,0.00018623100186232477
