Dataset,K,Repetition,Seed,Model,Method,Epsilon,FairlearnTolerance,AdversarialWeight,Accuracy,Unfairness,RuntimeSeconds
DRUG,2,26,260777,GBM,Our Eps-Fair,0.3,,,0.8275862068965517,0.27570332480818416,0.0035632999997687875
DRUG,2,26,260777,GBM,Our Eps-Fair,0.4,,,0.8275862068965517,0.27570332480818416,0.0034009999999398133
DRUG,2,26,260777,GBM,Our Eps-Fair,0.5,,,0.8275862068965517,0.27570332480818416,0.003104499999608379
DRUG,2,26,260777,GBM,Fairlearn,,0.0001,,0.7506631299734748,0.0257459505541347,0.8049811000000773
DRUG,2,26,260777,GBM,Fairlearn,,0.5,,0.753315649867374,0.011253196930946285,1.1964043999996647
DRUG,2,26,260777,GBM,Fairlearn,,1.0,,0.7877984084880637,0.005342426825802771,0.9154206000002887
DRUG,2,26,260777,GBM,Fairlearn,,2.5,,0.7877984084880637,0.1263427109974425,1.2847946000001684
DRUG,2,26,260777,GBM,Fairlearn,,5.0,,0.8169761273209549,0.242512077294686,1.4609913999993296
DRUG,2,26,260777,GBM,Fairlearn,,10.0,,0.8169761273209549,0.254276783177039,2.005279199999677
DRUG,2,26,260777,NN,Unfair,,,,0.8116710875331565,0.3366297243535095,
DRUG,2,26,260777,NN,Our Eps-Fair,0.01,,,0.7374005305039788,0.07763569195794262,0.041063499999836495
DRUG,2,26,260777,NN,Our Eps-Fair,0.1,,,0.76657824933687,0.019210002841716478,0.03999180000027991
DRUG,2,26,260777,NN,Our Eps-Fair,0.3,,,0.8090185676392573,0.2761295822676897,0.039256400000340363
DRUG,2,26,260777,NN,Our Eps-Fair,0.5,,,0.8116710875331565,0.3366297243535095,0.004725399999188085
DRUG,2,26,260777,NN,Our Eps-Fair,0.9,,,0.8116710875331565,0.3366297243535095,0.0051407999999355525
DRUG,2,26,260777,NN,Fair-adversarial,,,0.01,0.8249336870026526,0.39397556123898836,5.292516999999862
DRUG,2,26,260777,NN,Fair-adversarial,,,0.1,0.8090185676392573,0.27718101733447004,4.773489999999583
DRUG,2,26,260777,NN,Fair-adversarial,,,0.5,0.8090185676392573,0.18181301506109693,3.972020100000009
DRUG,2,26,260777,NN,Fair-adversarial,,,0.9,0.8037135278514589,0.16038647342995171,3.6827430000003005
DRUG,2,26,260777,NN,Fair-adversarial,,,1.0,0.7877984084880637,0.12068769536800228,3.6372959000000264
DRUG,2,27,270777,reglog,Unfair,,,,0.7957559681697612,0.3282182438192669,0.0002569999996921979
DRUG,2,27,270777,reglog,Our Eps-Fair,0.0,,,0.7586206896551724,0.05620915032679741,0.029024200000094424
DRUG,2,27,270777,reglog,Our Eps-Fair,0.1,,,0.7639257294429708,0.03159988633134414,0.024577700000008917
DRUG,2,27,270777,reglog,Our Eps-Fair,0.2,,,0.7824933687002652,0.13285024154589375,0.03704549999929441
DRUG,2,27,270777,reglog,Our Eps-Fair,0.3,,,0.7931034482758621,0.24418868996874116,0.014105000000199652
DRUG,2,27,270777,reglog,Our Eps-Fair,0.4,,,0.7957559681697612,0.3282182438192669,0.0023240000000441796
DRUG,2,27,270777,reglog,Our Eps-Fair,0.5,,,0.7957559681697612,0.3282182438192669,0.002433200000268698
DRUG,2,27,270777,reglog,Fairlearn,,0.0001,,0.7639257294429708,0.034782608695652195,0.7537276000002748
DRUG,2,27,270777,reglog,Fairlearn,,0.5,,0.7559681697612732,0.02995169082125604,0.8225582000004579
DRUG,2,27,270777,reglog,Fairlearn,,1.0,,0.7586206896551724,0.0444444444444444,0.6973500000003696
DRUG,2,27,270777,reglog,Fairlearn,,2.5,,0.7718832891246684,0.019238420005683432,0.7447127000004912
DRUG,2,27,270777,reglog,Fairlearn,,5.0,,0.7771883289124668,0.18957090082409783,0.718954500000109
DRUG,2,27,270777,reglog,Fairlearn,,10.0,,0.7957559681697612,0.3282182438192669,1.1978588000001764
DRUG,2,27,270777,RF,Unfair,,,,0.7904509283819628,0.289769820971867,0.015501400000175636
DRUG,2,27,270777,RF,Our Eps-Fair,0.0,,,0.7506631299734748,0.059988633134413216,0.009896300000036717
DRUG,2,27,270777,RF,Our Eps-Fair,0.1,,,0.7798408488063661,0.04231315714691675,0.020845500000177708
DRUG,2,27,270777,RF,Our Eps-Fair,0.2,,,0.8037135278514589,0.17465188974140383,0.016804099999717437
DRUG,2,27,270777,RF,Our Eps-Fair,0.3,,,0.7931034482758621,0.2721227621483376,0.014037599999937811
DRUG,2,27,270777,RF,Our Eps-Fair,0.4,,,0.7904509283819628,0.289769820971867,0.0022705000001224107
DRUG,2,27,270777,RF,Our Eps-Fair,0.5,,,0.7904509283819628,0.289769820971867,0.0025037999994310667
DRUG,2,27,270777,RF,Fairlearn,,0.0001,,0.7586206896551724,0.0475987496447855,6.983517900000152
DRUG,2,27,270777,RF,Fairlearn,,0.5,,0.76657824933687,0.040664961636828645,6.313619300000028
DRUG,2,27,270777,RF,Fairlearn,,1.0,,0.7612732095490716,0.052429667519181655,7.020886899999823
DRUG,2,27,270777,RF,Fairlearn,,2.5,,0.8010610079575596,0.14524012503552153,8.167493699999795
DRUG,2,27,270777,RF,Fairlearn,,5.0,,0.7931034482758621,0.22611537368570617,8.159668799999963
DRUG,2,27,270777,RF,Fairlearn,,10.0,,0.7851458885941645,0.20846831486217682,11.144472300000416
DRUG,2,27,270777,GBM,Unfair,,,,0.7851458885941645,0.2811594202898551,0.0022986000003584195
DRUG,2,27,270777,GBM,Our Eps-Fair,0.0,,,0.7374005305039788,0.08624609263995459,0.023681800000304065
DRUG,2,27,270777,GBM,Our Eps-Fair,0.1,,,0.7480106100795756,0.0005399261153737345,0.03050249999978405
DRUG,2,27,270777,GBM,Our Eps-Fair,0.2,,,0.7771883289124668,0.17780619494174482,0.02368159999969066
DRUG,2,27,270777,GBM,Our Eps-Fair,0.3,,,0.7851458885941645,0.2811594202898551,0.003223700000489771
DRUG,2,27,270777,GBM,Our Eps-Fair,0.4,,,0.7851458885941645,0.2811594202898551,0.0032545999993089936
DRUG,2,27,270777,GBM,Our Eps-Fair,0.5,,,0.7851458885941645,0.2811594202898551,0.003431099999943399
DRUG,2,27,270777,GBM,Fairlearn,,0.0001,,0.7506631299734748,0.019238420005683432,1.4701968999997916
DRUG,2,27,270777,GBM,Fairlearn,,0.5,,0.7824933687002652,0.008525149190110826,1.3722023999998783
DRUG,2,27,270777,GBM,Fairlearn,,1.0,,0.7612732095490716,0.01818698493890314,1.232269300000553
DRUG,2,27,270777,GBM,Fairlearn,,2.5,,0.7612732095490716,0.05575447570332481,1.1827275000005102
DRUG,2,27,270777,GBM,Fairlearn,,5.0,,0.7904509283819628,0.2030122193805059,1.6287982999992892
DRUG,2,27,270777,GBM,Fairlearn,,10.0,,0.7904509283819628,0.22654163114521175,2.3342689000000973
DRUG,2,27,270777,NN,Unfair,,,,0.7798408488063661,0.30258596192100035,
DRUG,2,27,270777,NN,Our Eps-Fair,0.01,,,0.7480106100795756,0.10767263427109974,0.024894700000004377
DRUG,2,27,270777,NN,Our Eps-Fair,0.1,,,0.7745358090185677,0.0036942313157147244,0.01520780000009836
DRUG,2,27,270777,NN,Our Eps-Fair,0.3,,,0.7824933687002652,0.26351236146632573,0.015620500000295579
DRUG,2,27,270777,NN,Our Eps-Fair,0.5,,,0.7798408488063661,0.30258596192100035,0.0029426999999486725
DRUG,2,27,270777,NN,Our Eps-Fair,0.9,,,0.7798408488063661,0.30258596192100035,0.0028853000003437046
DRUG,2,27,270777,NN,Fair-adversarial,,,0.01,0.76657824933687,0.38135834043762434,3.737904100000378
DRUG,2,27,270777,NN,Fair-adversarial,,,0.1,0.7931034482758621,0.2206592782040353,4.37209780000012
DRUG,2,27,270777,NN,Fair-adversarial,,,0.5,0.7877984084880637,0.13915885194657573,4.330195300000014
DRUG,2,27,270777,NN,Fair-adversarial,,,0.9,0.7824933687002652,0.13580562659846546,4.485198800000035
DRUG,2,27,270777,NN,Fair-adversarial,,,1.0,0.7904509283819628,0.25007104290991766,4.572211499999867
DRUG,2,28,280777,reglog,Unfair,,,,0.8037135278514589,0.3561006075058196,0.00042469999971217476
DRUG,2,28,280777,reglog,Our Eps-Fair,0.0,,,0.7506631299734748,0.1150286720036337,0.04235619999963092
DRUG,2,28,280777,reglog,Our Eps-Fair,0.1,,,0.7745358090185677,0.021234315562368655,0.02464200000031269
DRUG,2,28,280777,reglog,Our Eps-Fair,0.2,,,0.7877984084880637,0.1507693181172997,0.028103599999667495
DRUG,2,28,280777,reglog,Our Eps-Fair,0.3,,,0.8116710875331565,0.28603872139896674,0.01716859999942244
DRUG,2,28,280777,reglog,Our Eps-Fair,0.4,,,0.8037135278514589,0.3561006075058196,0.004023800000140909
DRUG,2,28,280777,reglog,Our Eps-Fair,0.5,,,0.8037135278514589,0.3561006075058196,0.004502700000557525
DRUG,2,28,280777,reglog,Fairlearn,,0.0001,,0.7639257294429708,0.01152557769829099,0.7119256999994832
DRUG,2,28,280777,reglog,Fairlearn,,0.5,,0.7692307692307693,0.022227899846704147,0.6554477000008774
DRUG,2,28,280777,reglog,Fairlearn,,1.0,,0.7692307692307693,0.021234315562368655,0.7494519000001674
DRUG,2,28,280777,reglog,Fairlearn,,2.5,,0.7718832891246684,0.02708226877874298,0.7021144000000277
DRUG,2,28,280777,reglog,Fairlearn,,5.0,,0.7931034482758621,0.20428092885936527,0.618254999999408
DRUG,2,28,280777,reglog,Fairlearn,,10.0,,0.7931034482758621,0.20428092885936527,1.269228799999837
DRUG,2,28,280777,RF,Unfair,,,,0.7984084880636605,0.25580537103275997,0.026102100000571227
DRUG,2,28,280777,RF,Our Eps-Fair,0.0,,,0.7612732095490716,0.07420655197865217,0.01812229999995907
DRUG,2,28,280777,RF,Our Eps-Fair,0.1,,,0.7692307692307693,0.06603077272469199,0.02187899999989895
DRUG,2,28,280777,RF,Our Eps-Fair,0.2,,,0.7824933687002652,0.1370862431158803,0.01602510000066104
DRUG,2,28,280777,RF,Our Eps-Fair,0.3,,,0.7984084880636605,0.25580537103275997,0.0024412000002485
DRUG,2,28,280777,RF,Our Eps-Fair,0.4,,,0.7984084880636605,0.25580537103275997,0.003004000000146334
DRUG,2,28,280777,RF,Our Eps-Fair,0.5,,,0.7984084880636605,0.25580537103275997,0.002460400000018126
DRUG,2,28,280777,RF,Fairlearn,,0.0001,,0.7612732095490716,0.011979787656844376,15.336108800000147
DRUG,2,28,280777,RF,Fairlearn,,0.5,,0.76657824933687,0.012973371941179868,14.966892600000392
DRUG,2,28,280777,RF,Fairlearn,,1.0,,0.7506631299734748,0.056776244819167654,11.11912140000004
DRUG,2,28,280777,RF,Fairlearn,,2.5,,0.7877984084880637,0.11270084596604785,14.433816900000238
DRUG,2,28,280777,RF,Fairlearn,,5.0,,0.7984084880636605,0.18562993243626874,16.8554666
DRUG,2,28,280777,RF,Fairlearn,,10.0,,0.7984084880636605,0.19931300743768815,22.376695300000392
DRUG,2,28,280777,GBM,Unfair,,,,0.7957559681697612,0.282064384261625,0.003251799999816285
DRUG,2,28,280777,GBM,Our Eps-Fair,0.0,,,0.7453580901856764,0.0722193834099813,0.025502599999526865
DRUG,2,28,280777,GBM,Our Eps-Fair,0.1,,,0.76657824933687,0.0397717594958269,0.02418299999953888
DRUG,2,28,280777,GBM,Our Eps-Fair,0.2,,,0.7851458885941645,0.17504116277749387,0.05962849999923492
DRUG,2,28,280777,GBM,Our Eps-Fair,0.3,,,0.7931034482758621,0.26650769318117307,0.012089400000149908
DRUG,2,28,280777,GBM,Our Eps-Fair,0.4,,,0.7957559681697612,0.282064384261625,0.0024232999994637794
DRUG,2,28,280777,GBM,Our Eps-Fair,0.5,,,0.7957559681697612,0.282064384261625,0.0032255000005534384
DRUG,2,28,280777,GBM,Fairlearn,,0.0001,,0.7480106100795756,0.01087265088287065,0.9822668999995585
DRUG,2,28,280777,GBM,Fairlearn,,0.5,,0.7506631299734748,0.030403679100664327,0.9171122000007017
DRUG,2,28,280777,GBM,Fairlearn,,1.0,,0.7374005305039788,0.0469539544654517,0.8644778999996561
DRUG,2,28,280777,GBM,Fairlearn,,2.5,,0.7877984084880637,0.19059785385794586,0.8581865999994989
DRUG,2,28,280777,GBM,Fairlearn,,5.0,,0.7957559681697612,0.1954522227899847,0.7221944000002622
DRUG,2,28,280777,GBM,Fairlearn,,10.0,,0.7931034482758621,0.2567989553170954,1.256805400000303
DRUG,2,28,280777,NN,Unfair,,,,0.8143236074270557,0.33270879464032255,
DRUG,2,28,280777,NN,Our Eps-Fair,0.01,,,0.7692307692307693,0.04198603304377452,0.021836300000359188
DRUG,2,28,280777,NN,Our Eps-Fair,0.1,,,0.7824933687002652,0.05146766592857549,0.026859999999942374
DRUG,2,28,280777,NN,Our Eps-Fair,0.3,,,0.8169761273209549,0.29376029069437354,0.03313429999980144
DRUG,2,28,280777,NN,Our Eps-Fair,0.5,,,0.8143236074270557,0.33270879464032255,0.0028050000000803266
DRUG,2,28,280777,NN,Our Eps-Fair,0.9,,,0.8143236074270557,0.33270879464032255,0.0029715000000578584
DRUG,2,28,280777,NN,Fair-adversarial,,,0.01,0.7957559681697612,0.1302447056151706,3.0842216000000917
DRUG,2,28,280777,NN,Fair-adversarial,,,0.1,0.8090185676392573,0.2645205246125022,3.0292233000000124
DRUG,2,28,280777,NN,Fair-adversarial,,,0.5,0.8037135278514589,0.17118037812979053,3.1692235000000437
DRUG,2,28,280777,NN,Fair-adversarial,,,0.9,0.8090185676392573,0.30534264463748373,3.136508700000377
DRUG,2,28,280777,NN,Fair-adversarial,,,1.0,0.5702917771883289,0.3647873729631522,3.09367949999978
DRUG,2,29,290777,reglog,Unfair,,,,0.8196286472148541,0.4004830917874396,0.00033960000018851133
DRUG,2,29,290777,reglog,Our Eps-Fair,0.0,,,0.7931034482758621,0.08033532253481102,0.02177620000020397
DRUG,2,29,290777,reglog,Our Eps-Fair,0.1,,,0.8037135278514589,0.18201193520886616,0.022444500000347034
DRUG,2,29,290777,reglog,Our Eps-Fair,0.2,,,0.8090185676392573,0.2473429951690821,0.034971199999745295
DRUG,2,29,290777,reglog,Our Eps-Fair,0.3,,,0.8196286472148541,0.3458653026427963,0.02052090000051976
DRUG,2,29,290777,reglog,Our Eps-Fair,0.4,,,0.8196286472148541,0.4004830917874396,0.0034101999999620602
DRUG,2,29,290777,reglog,Our Eps-Fair,0.5,,,0.8196286472148541,0.4004830917874396,0.002311299999746552
DRUG,2,29,290777,reglog,Fairlearn,,0.0001,,0.76657824933687,0.0364308042057403,0.6871743000001516
DRUG,2,29,290777,reglog,Fairlearn,,0.5,,0.7718832891246684,0.0364308042057403,0.7942210999999588
DRUG,2,29,290777,reglog,Fairlearn,,1.0,,0.7771883289124668,0.048195510088093196,0.804474499999742
DRUG,2,29,290777,reglog,Fairlearn,,2.5,,0.7957559681697612,0.08621767547598752,0.9881951000006666
DRUG,2,29,290777,reglog,Fairlearn,,5.0,,0.8090185676392573,0.2473429951690821,0.7060687000002872
DRUG,2,29,290777,reglog,Fairlearn,,10.0,,0.8196286472148541,0.33515203182722364,1.1889492999998765
DRUG,2,29,290777,RF,Unfair,,,,0.8328912466843501,0.2887183859050867,0.03405930000008084
DRUG,2,29,290777,RF,Our Eps-Fair,0.0,,,0.7851458885941645,0.04336459221369715,0.01522339999974065
DRUG,2,29,290777,RF,Our Eps-Fair,0.1,,,0.7984084880636605,0.15322534811025856,0.01121549999970739
DRUG,2,29,290777,RF,Our Eps-Fair,0.2,,,0.8143236074270557,0.19607843137254904,0.02755570000044827
DRUG,2,29,290777,RF,Our Eps-Fair,0.3,,,0.8328912466843501,0.2887183859050867,0.002430399999866495
DRUG,2,29,290777,RF,Our Eps-Fair,0.4,,,0.8328912466843501,0.2887183859050867,0.002214099999946484
DRUG,2,29,290777,RF,Our Eps-Fair,0.5,,,0.8328912466843501,0.2887183859050867,0.0034597000003486755
DRUG,2,29,290777,RF,Fairlearn,,0.0001,,0.7559681697612732,0.019408922989485655,14.641520500000297
DRUG,2,29,290777,RF,Fairlearn,,0.5,,0.7586206896551724,0.04671781756180737,14.832734800000253
DRUG,2,29,290777,RF,Fairlearn,,1.0,,0.7506631299734748,0.0009661835748792091,14.391505300000063
DRUG,2,29,290777,RF,Fairlearn,,2.5,,0.8090185676392573,0.2057402671213413,13.549796199999946
DRUG,2,29,290777,RF,Fairlearn,,5.0,,0.8116710875331565,0.24481386757601598,17.8119243000001
DRUG,2,29,290777,RF,Fairlearn,,10.0,,0.8169761273209549,0.23410059676044337,27.5347898
DRUG,2,29,290777,GBM,Unfair,,,,0.8010610079575596,0.3122477976697926,0.004202399999485351
DRUG,2,29,290777,GBM,Our Eps-Fair,0.0,,,0.7612732095490716,0.0589087809036658,0.029333299999962037
DRUG,2,29,290777,GBM,Our Eps-Fair,0.1,,,0.7718832891246684,0.1349531116794544,0.026240799999868614
DRUG,2,29,290777,GBM,Our Eps-Fair,0.2,,,0.7957559681697612,0.21582836032963915,0.019575300000724383
DRUG,2,29,290777,GBM,Our Eps-Fair,0.3,,,0.8010610079575596,0.3122477976697926,0.003905999999915366
DRUG,2,29,290777,GBM,Our Eps-Fair,0.4,,,0.8010610079575596,0.3122477976697926,0.003828100000646373
DRUG,2,29,290777,GBM,Our Eps-Fair,0.5,,,0.8010610079575596,0.3122477976697926,0.0038481000001411303
DRUG,2,29,290777,GBM,Fairlearn,,0.0001,,0.7506631299734748,0.029752770673486806,1.6144021000000066
DRUG,2,29,290777,GBM,Fairlearn,,0.5,,0.7453580901856764,0.03117362887183861,1.5596501999998509
DRUG,2,29,290777,GBM,Fairlearn,,1.0,,0.726790450928382,0.014578005115089554,1.5749011000007158
DRUG,2,29,290777,GBM,Fairlearn,,2.5,,0.7718832891246684,0.1864165956237568,1.950593000000481
DRUG,2,29,290777,GBM,Fairlearn,,5.0,,0.7957559681697612,0.23515203182722366,1.5140698999994129
DRUG,2,29,290777,GBM,Fairlearn,,10.0,,0.7957559681697612,0.2254901960784314,2.3337351999998646
DRUG,2,29,290777,NN,Unfair,,,,0.8196286472148541,0.3855640807047456,
DRUG,2,29,290777,NN,Our Eps-Fair,0.01,,,0.7798408488063661,0.07445296959363457,0.01779869999973016
DRUG,2,29,290777,NN,Our Eps-Fair,0.1,,,0.8063660477453581,0.16121057118499577,0.014431800000238582
DRUG,2,29,290777,NN,Our Eps-Fair,0.3,,,0.8196286472148541,0.3855640807047456,0.02308990000074118
DRUG,2,29,290777,NN,Our Eps-Fair,0.5,,,0.8196286472148541,0.3855640807047456,0.002543300000070303
DRUG,2,29,290777,NN,Our Eps-Fair,0.9,,,0.8196286472148541,0.3855640807047456,0.002212699999290635
DRUG,2,29,290777,NN,Fair-adversarial,,,0.01,0.8275862068965517,0.3807331628303496,3.476729200000591
DRUG,2,29,290777,NN,Fair-adversarial,,,0.1,0.8196286472148541,0.30741687979539645,3.5860701000001427
DRUG,2,29,290777,NN,Fair-adversarial,,,0.5,0.8010610079575596,0.17067348678601874,3.7218916000001627
DRUG,2,29,290777,NN,Fair-adversarial,,,0.9,0.7851458885941645,0.15450412048877527,3.6450487000001885
DRUG,2,29,290777,NN,Fair-adversarial,,,1.0,0.7931034482758621,0.19903381642512075,3.7140872999998464
