Dataset,K,Repetition,Seed,Model,Method,Epsilon,FairlearnTolerance,AdversarialWeight,Accuracy,Unfairness,RuntimeSeconds
DRUG,2,16,160777,GBM,Fairlearn,,10.0,,0.8116710875331565,0.2576789871117925,3.1491005000007135
DRUG,2,16,160777,NN,Unfair,,,,0.8063660477453581,0.33656957928802594,
DRUG,2,16,160777,NN,Our Eps-Fair,0.01,,,0.7745358090185677,0.04164537557485948,0.018493600000510924
DRUG,2,16,160777,NN,Our Eps-Fair,0.1,,,0.7957559681697612,0.1302447056151706,0.022260300000198185
DRUG,2,16,160777,NN,Our Eps-Fair,0.3,,,0.8063660477453581,0.3141713507068643,0.01596849999987171
DRUG,2,16,160777,NN,Our Eps-Fair,0.5,,,0.8063660477453581,0.33656957928802594,0.002573300000221934
DRUG,2,16,160777,NN,Our Eps-Fair,0.9,,,0.8063660477453581,0.33656957928802594,0.004657299999962561
DRUG,2,16,160777,NN,Fair-adversarial,,,0.01,0.8063660477453581,0.3997899278941691,3.2437879999997676
DRUG,2,16,160777,NN,Fair-adversarial,,,0.1,0.8037135278514589,0.24212229603134056,2.969617599999765
DRUG,2,16,160777,NN,Fair-adversarial,,,0.5,0.7692307692307693,0.13918696417418952,2.966258800000105
DRUG,2,16,160777,NN,Fair-adversarial,,,0.9,0.596816976127321,0.26372565718503377,3.008976000000075
DRUG,2,16,160777,NN,Fair-adversarial,,,1.0,0.7347480106100795,0.07133935161528421,2.966594699999405
DRUG,2,17,170777,reglog,Unfair,,,,0.8196286472148541,0.3618357487922706,0.00036920000002282904
DRUG,2,17,170777,reglog,Our Eps-Fair,0.0,,,0.7957559681697612,0.05305484512645642,0.016094800000246323
DRUG,2,17,170777,reglog,Our Eps-Fair,0.1,,,0.8196286472148541,0.10051150895140665,0.01074369999969349
DRUG,2,17,170777,reglog,Our Eps-Fair,0.2,,,0.8275862068965517,0.20491616936629725,0.012077600000338862
DRUG,2,17,170777,reglog,Our Eps-Fair,0.3,,,0.830238726790451,0.29860755896561525,0.014378399999259273
DRUG,2,17,170777,reglog,Our Eps-Fair,0.4,,,0.8196286472148541,0.3618357487922706,0.013471400000526046
DRUG,2,17,170777,reglog,Our Eps-Fair,0.5,,,0.8196286472148541,0.3618357487922706,0.002391400000306021
DRUG,2,17,170777,reglog,Fairlearn,,0.0001,,0.8116710875331565,0.04862176754759884,0.5851880999998684
DRUG,2,17,170777,reglog,Fairlearn,,0.5,,0.8063660477453581,0.037908496732026176,0.7092468000000736
DRUG,2,17,170777,reglog,Fairlearn,,1.0,,0.8063660477453581,0.027195225916453514,0.6410470999999234
DRUG,2,17,170777,reglog,Fairlearn,,2.5,,0.8143236074270557,0.06626882637112819,0.5749526999998125
DRUG,2,17,170777,reglog,Fairlearn,,5.0,,0.8275862068965517,0.28096050014208584,0.6802232000000004
DRUG,2,17,170777,reglog,Fairlearn,,10.0,,0.8196286472148541,0.3618357487922706,1.0967132999994647
DRUG,2,17,170777,RF,Unfair,,,,0.8328912466843501,0.29923273657289007,0.007316000000173517
DRUG,2,17,170777,RF,Our Eps-Fair,0.0,,,0.8010610079575596,0.009150326797385588,0.020036400000208232
DRUG,2,17,170777,RF,Our Eps-Fair,0.1,,,0.8010610079575596,0.09252628587666956,0.019396900000174355
DRUG,2,17,170777,RF,Our Eps-Fair,0.2,,,0.8116710875331565,0.13748223927252062,0.016366199999538367
DRUG,2,17,170777,RF,Our Eps-Fair,0.3,,,0.8275862068965517,0.2681443591929526,0.019456199999694945
DRUG,2,17,170777,RF,Our Eps-Fair,0.4,,,0.8328912466843501,0.29923273657289007,0.003098400000453694
DRUG,2,17,170777,RF,Our Eps-Fair,0.5,,,0.8328912466843501,0.29923273657289007,0.0022903999997652136
DRUG,2,17,170777,RF,Fairlearn,,0.0001,,0.8037135278514589,0.007473714123330533,4.6285053999999946
DRUG,2,17,170777,RF,Fairlearn,,0.5,,0.7931034482758621,0.013952827507814791,4.050313499999902
DRUG,2,17,170777,RF,Fairlearn,,1.0,,0.7984084880636605,0.003239556692242185,4.110737599999993
DRUG,2,17,170777,RF,Fairlearn,,2.5,,0.830238726790451,0.1851662404092072,4.407702999999856
DRUG,2,17,170777,RF,Fairlearn,,5.0,,0.8355437665782494,0.2504973003694232,3.624638000000232
DRUG,2,17,170777,RF,Fairlearn,,10.0,,0.8275862068965517,0.2553282182438193,6.563293799999883
DRUG,2,17,170777,GBM,Unfair,,,,0.830238726790451,0.3158283603296391,0.0027167999996891012
DRUG,2,17,170777,GBM,Our Eps-Fair,0.0,,,0.8063660477453581,0.001562944018187018,0.05547569999998814
DRUG,2,17,170777,GBM,Our Eps-Fair,0.1,,,0.8222811671087533,0.10218812162546181,0.01237920000039594
DRUG,2,17,170777,GBM,Our Eps-Fair,0.2,,,0.8116710875331565,0.20491616936629725,0.026054500000100234
DRUG,2,17,170777,GBM,Our Eps-Fair,0.3,,,0.8169761273209549,0.2584825234441603,0.01530800000000454
DRUG,2,17,170777,GBM,Our Eps-Fair,0.4,,,0.830238726790451,0.3158283603296391,0.0022507000003315625
DRUG,2,17,170777,GBM,Our Eps-Fair,0.5,,,0.830238726790451,0.3158283603296391,0.0022036000000298372
DRUG,2,17,170777,GBM,Fairlearn,,0.0001,,0.7904509283819628,0.022989485649332175,1.083209500000521
DRUG,2,17,170777,GBM,Fairlearn,,0.5,,0.7851458885941645,0.009150326797385588,1.0104169999995065
DRUG,2,17,170777,GBM,Fairlearn,,1.0,,0.7904509283819628,0.0005115089514066695,1.17852159999984
DRUG,2,17,170777,GBM,Fairlearn,,2.5,,0.8249336870026526,0.14126172208013643,1.0417228999995132
DRUG,2,17,170777,GBM,Fairlearn,,5.0,,0.8249336870026526,0.22151179312304636,1.091742300000078
DRUG,2,17,170777,GBM,Fairlearn,,10.0,,0.8222811671087533,0.26919579425973295,1.5226690000008603
DRUG,2,17,170777,NN,Unfair,,,,0.8116710875331565,0.3452401250355215,
DRUG,2,17,170777,NN,Our Eps-Fair,0.01,,,0.8063660477453581,0.0036658141517476595,0.04627799999980198
DRUG,2,17,170777,NN,Our Eps-Fair,0.1,,,0.8249336870026526,0.0897982381358341,0.05375460000050225
DRUG,2,17,170777,NN,Our Eps-Fair,0.3,,,0.8169761273209549,0.31520318272236436,0.028393299999152077
DRUG,2,17,170777,NN,Our Eps-Fair,0.5,,,0.8116710875331565,0.3452401250355215,0.003183599999829312
DRUG,2,17,170777,NN,Our Eps-Fair,0.9,,,0.8116710875331565,0.3452401250355215,0.008153800000400224
DRUG,2,17,170777,NN,Fair-adversarial,,,0.01,0.8196286472148541,0.3908212560386473,3.9838607000001502
DRUG,2,17,170777,NN,Fair-adversarial,,,0.1,0.8116710875331565,0.30028417163967036,12.943539099999725
DRUG,2,17,170777,NN,Fair-adversarial,,,0.5,0.8063660477453581,0.22949701619778345,4.325787499999933
DRUG,2,17,170777,NN,Fair-adversarial,,,0.9,0.8169761273209549,0.17382779198635978,825.2918372000004
DRUG,2,17,170777,NN,Fair-adversarial,,,1.0,0.8249336870026526,0.2675191815856778,4.873784399999749
DRUG,2,18,180777,reglog,Unfair,,,,0.8037135278514589,0.3638221768012264,0.0005273000006127404
DRUG,2,18,180777,reglog,Our Eps-Fair,0.0,,,0.7480106100795756,0.06637143019360703,0.033207600000423554
DRUG,2,18,180777,reglog,Our Eps-Fair,0.1,,,0.7718832891246684,0.08258104808947936,0.0334037000002354
DRUG,2,18,180777,reglog,Our Eps-Fair,0.2,,,0.7851458885941645,0.2014137284959973,0.03345530000024155
DRUG,2,18,180777,reglog,Our Eps-Fair,0.3,,,0.7851458885941645,0.28603872139896674,0.059397299999545794
DRUG,2,18,180777,reglog,Our Eps-Fair,0.4,,,0.8063660477453581,0.3589678078691876,0.03679290000036417
DRUG,2,18,180777,reglog,Our Eps-Fair,0.5,,,0.8037135278514589,0.3638221768012264,0.004503299999669252
DRUG,2,18,180777,reglog,Fairlearn,,0.0001,,0.753315649867374,0.01087265088287065,0.9465729999992618
DRUG,2,18,180777,reglog,Fairlearn,,0.5,,0.7559681697612732,0.006671208766252157,0.8025146999998469
DRUG,2,18,180777,reglog,Fairlearn,,1.0,,0.7612732095490716,0.02708226877874298,0.910761299999649
DRUG,2,18,180777,reglog,Fairlearn,,2.5,,0.7692307692307693,0.07573951058876965,1.125838300000396
DRUG,2,18,180777,reglog,Fairlearn,,5.0,,0.7904509283819628,0.26463407710214043,0.9823945999996795
DRUG,2,18,180777,reglog,Fairlearn,,10.0,,0.7877984084880637,0.2801907681825925,1.439849499999582
DRUG,2,18,180777,RF,Unfair,,,,0.8010610079575596,0.282064384261625,0.006159200000183773
DRUG,2,18,180777,RF,Our Eps-Fair,0.0,,,0.7188328912466844,0.11403508771929827,0.02832750000015949
DRUG,2,18,180777,RF,Our Eps-Fair,0.1,,,0.7639257294429708,0.03193663771078181,0.01316320000023552
DRUG,2,18,180777,RF,Our Eps-Fair,0.2,,,0.7877984084880637,0.188610685289275,0.049494499999127584
DRUG,2,18,180777,RF,Our Eps-Fair,0.3,,,0.8037135278514589,0.27621643104525073,0.020902899999782676
DRUG,2,18,180777,RF,Our Eps-Fair,0.4,,,0.8010610079575596,0.282064384261625,0.003034299999853829
DRUG,2,18,180777,RF,Our Eps-Fair,0.5,,,0.8010610079575596,0.282064384261625,0.0031289999997170526
DRUG,2,18,180777,RF,Fairlearn,,0.0001,,0.726790450928382,0.003576903423607558,3.112056699999812
DRUG,2,18,180777,RF,Fairlearn,,0.5,,0.753315649867374,0.06779083631408617,2.826464400000077
DRUG,2,18,180777,RF,Fairlearn,,1.0,,0.726790450928382,0.002583319139272122,2.3594852999995055
DRUG,2,18,180777,RF,Fairlearn,,2.5,,0.7718832891246684,0.16896610458184302,2.8268763000005492
DRUG,2,18,180777,RF,Fairlearn,,5.0,,0.8010610079575596,0.22159768352921144,2.3869270999994114
DRUG,2,18,180777,RF,Fairlearn,,10.0,,0.8010610079575596,0.2761028785556124,5.444613200000276
DRUG,2,18,180777,GBM,Unfair,,,,0.8116710875331565,0.30148185998978033,0.0033995000003415043
DRUG,2,18,180777,GBM,Our Eps-Fair,0.0,,,0.7294429708222812,0.019701356952251226,0.045533700000305544
DRUG,2,18,180777,GBM,Our Eps-Fair,0.1,,,0.7639257294429708,0.06404360415602112,0.024748799999542825
DRUG,2,18,180777,GBM,Our Eps-Fair,0.2,,,0.7931034482758621,0.19931300743768815,0.019102599999314407
DRUG,2,18,180777,GBM,Our Eps-Fair,0.3,,,0.8116710875331565,0.2790836314086187,0.01782439999988128
DRUG,2,18,180777,GBM,Our Eps-Fair,0.4,,,0.8116710875331565,0.30148185998978033,0.0023361000003205845
DRUG,2,18,180777,GBM,Our Eps-Fair,0.5,,,0.8116710875331565,0.30148185998978033,0.002192200000536104
DRUG,2,18,180777,GBM,Fairlearn,,0.0001,,0.7506631299734748,0.001703287344575033,1.1587577999998757
DRUG,2,18,180777,GBM,Fairlearn,,0.5,,0.7453580901856764,0.031823085221143466,1.3438352000002851
DRUG,2,18,180777,GBM,Fairlearn,,1.0,,0.7480106100795756,0.015272809856356095,1.3860634999991817
DRUG,2,18,180777,GBM,Fairlearn,,2.5,,0.7851458885941645,0.15837733492306827,1.3518536000001404
DRUG,2,18,180777,GBM,Fairlearn,,5.0,,0.8063660477453581,0.22457843638221775,1.407889499999328
DRUG,2,18,180777,GBM,Fairlearn,,10.0,,0.8116710875331565,0.30148185998978033,2.2081424000007246
DRUG,2,18,180777,NN,Unfair,,,,0.7984084880636605,0.3444047010730711,
DRUG,2,18,180777,NN,Our Eps-Fair,0.01,,,0.7453580901856764,0.061517061261568196,0.023796100000254228
DRUG,2,18,180777,NN,Our Eps-Fair,0.1,,,0.7692307692307693,0.07673309487310515,0.027773299999353185
DRUG,2,18,180777,NN,Our Eps-Fair,0.3,,,0.7877984084880637,0.2675012774655085,0.02191709999988234
DRUG,2,18,180777,NN,Our Eps-Fair,0.5,,,0.7984084880636605,0.3444047010730711,0.0041891999999279506
DRUG,2,18,180777,NN,Our Eps-Fair,0.9,,,0.7984084880636605,0.3444047010730711,0.0037108000005900976
DRUG,2,18,180777,NN,Fair-adversarial,,,0.01,0.7984084880636605,0.3093169817748255,4.398314300000493
DRUG,2,18,180777,NN,Fair-adversarial,,,0.1,0.7957559681697612,0.25194458638505657,3.9995669999998427
DRUG,2,18,180777,NN,Fair-adversarial,,,0.5,0.7984084880636605,0.2102424345653779,3.4386331000005157
DRUG,2,18,180777,NN,Fair-adversarial,,,0.9,0.7984084880636605,0.20053369670130022,3.5494062000007034
DRUG,2,18,180777,NN,Fair-adversarial,,,1.0,0.7904509283819628,0.12947822631011185,3.4023952999996254
DRUG,2,19,190777,reglog,Unfair,,,,0.7957559681697612,0.37761880429228417,0.00025459999960730784
DRUG,2,19,190777,reglog,Our Eps-Fair,0.0,,,0.7798408488063661,0.06603077272469199,0.02297809999981837
DRUG,2,19,190777,reglog,Our Eps-Fair,0.1,,,0.7745358090185677,0.1449213649009255,0.013358700000026147
DRUG,2,19,190777,reglog,Our Eps-Fair,0.2,,,0.7771883289124668,0.23936864815761089,0.01121069999953761
DRUG,2,19,190777,reglog,Our Eps-Fair,0.3,,,0.7851458885941645,0.31241128711747007,0.011162400000102934
DRUG,2,19,190777,reglog,Our Eps-Fair,0.4,,,0.7957559681697612,0.37761880429228417,0.002347800000279676
DRUG,2,19,190777,reglog,Our Eps-Fair,0.5,,,0.7957559681697612,0.37761880429228417,0.002403299999969022
DRUG,2,19,190777,reglog,Fairlearn,,0.0001,,0.76657824933687,0.0036904559132459047,0.6767620999999053
DRUG,2,19,190777,reglog,Fairlearn,,0.5,,0.7612732095490716,0.015386362345994442,0.6675428999997166
DRUG,2,19,190777,reglog,Fairlearn,,1.0,,0.7877984084880637,0.037784590927156025,0.7501200000006065
DRUG,2,19,190777,reglog,Fairlearn,,2.5,,0.7718832891246684,0.14006699596888667,0.9029735000003711
DRUG,2,19,190777,reglog,Fairlearn,,5.0,,0.7824933687002652,0.28515868960426954,0.6991715999993176
DRUG,2,19,190777,reglog,Fairlearn,,10.0,,0.7957559681697612,0.37761880429228417,1.0931258000000525
DRUG,2,19,190777,RF,Unfair,,,,0.8010610079575596,0.30744336569579295,0.033263399999668763
DRUG,2,19,190777,RF,Our Eps-Fair,0.0,,,0.7745358090185677,0.03525804803270316,0.010465400000612135
DRUG,2,19,190777,RF,Our Eps-Fair,0.1,,,0.7931034482758621,0.06889797308805995,0.022455600000284903
DRUG,2,19,190777,RF,Our Eps-Fair,0.2,,,0.7904509283819628,0.1877306534945779,0.015810699999747158
DRUG,2,19,190777,RF,Our Eps-Fair,0.3,,,0.8010610079575596,0.2743428149662182,0.01284129999930883
DRUG,2,19,190777,RF,Our Eps-Fair,0.4,,,0.8010610079575596,0.30744336569579295,0.004048200000397628
DRUG,2,19,190777,RF,Our Eps-Fair,0.5,,,0.8010610079575596,0.30744336569579295,0.004314799999519892
DRUG,2,19,190777,RF,Fairlearn,,0.0001,,0.7029177718832891,0.057769829103503145,15.68648420000045
DRUG,2,19,190777,RF,Fairlearn,,0.5,,0.7241379310344828,0.02069494123658666,15.251742899999954
DRUG,2,19,190777,RF,Fairlearn,,1.0,,0.7400530503978779,0.025095100210072108,15.485195199999907
DRUG,2,19,190777,RF,Fairlearn,,2.5,,0.8116710875331565,0.27533639925055364,16.489486899999974
DRUG,2,19,190777,RF,Fairlearn,,5.0,,0.7957559681697612,0.2529381706693919,17.536793399999624
DRUG,2,19,190777,RF,Fairlearn,,10.0,,0.8010610079575596,0.26264690853346967,13.715667499999654
DRUG,2,19,190777,GBM,Unfair,,,,0.7904509283819628,0.3191392721285415,0.0033450999999331543
DRUG,2,19,190777,GBM,Our Eps-Fair,0.0,,,0.7480106100795756,0.01152557769829099,0.03196050000042305
DRUG,2,19,190777,GBM,Our Eps-Fair,0.1,,,0.7745358090185677,0.07772667915744053,0.03293050000047515
DRUG,2,19,190777,GBM,Our Eps-Fair,0.2,,,0.7931034482758621,0.18188270027820358,0.022763799999665935
DRUG,2,19,190777,GBM,Our Eps-Fair,0.3,,,0.7984084880636605,0.24808380173735306,0.016622400000414927
DRUG,2,19,190777,GBM,Our Eps-Fair,0.4,,,0.7904509283819628,0.3191392721285415,0.0025347999999212334
DRUG,2,19,190777,GBM,Our Eps-Fair,0.5,,,0.7904509283819628,0.3191392721285415,0.002490399999260262
DRUG,2,19,190777,GBM,Fairlearn,,0.0001,,0.7692307692307693,0.06305001987168568,1.6444455000000744
DRUG,2,19,190777,GBM,Fairlearn,,0.5,,0.76657824933687,0.03579742235848521,1.4609701999997924
DRUG,2,19,190777,GBM,Fairlearn,,1.0,,0.7639257294429708,0.03866462272185317,1.7813803999997617
DRUG,2,19,190777,GBM,Fairlearn,,2.5,,0.7904509283819628,0.21785045137114628,1.4523306999999477
DRUG,2,19,190777,GBM,Fairlearn,,5.0,,0.8037135278514589,0.22270482030318522,1.3936689000001934
DRUG,2,19,190777,GBM,Fairlearn,,10.0,,0.8010610079575596,0.2850451371146313,3.186260299999958
DRUG,2,19,190777,NN,Unfair,,,,0.7904509283819628,0.37165729858627156,
DRUG,2,19,190777,NN,Our Eps-Fair,0.01,,,0.7692307692307693,0.04065179129052404,0.017660399999840592
DRUG,2,19,190777,NN,Our Eps-Fair,0.1,,,0.7771883289124668,0.11468801453471872,0.016891400000531576
DRUG,2,19,190777,NN,Our Eps-Fair,0.3,,,0.7904509283819628,0.2987282121160507,0.03584789999968052
DRUG,2,19,190777,NN,Our Eps-Fair,0.5,,,0.7904509283819628,0.37165729858627156,0.002675699999599601
DRUG,2,19,190777,NN,Our Eps-Fair,0.9,,,0.7904509283819628,0.37165729858627156,0.002801499999804946
DRUG,2,19,190777,NN,Fair-adversarial,,,0.01,0.7904509283819628,0.4077386021688526,3.956030099999225
DRUG,2,19,190777,NN,Fair-adversarial,,,0.1,0.7798408488063661,0.27732356781922446,4.347198600000411
DRUG,2,19,190777,NN,Fair-adversarial,,,0.5,0.7798408488063661,0.27931073638789533,4.380167799999981
DRUG,2,19,190777,NN,Fair-adversarial,,,0.9,0.6684350132625995,0.0702038267189008,4.33201630000076
DRUG,2,19,190777,NN,Fair-adversarial,,,1.0,0.7824933687002652,0.2239255095667973,3.8665846999992937
DRUG,2,20,200777,reglog,Unfair,,,,0.8355437665782494,0.40909349246945154,0.0004048000000693719
DRUG,2,20,200777,reglog,Our Eps-Fair,0.0,,,0.8010610079575596,0.07445296959363457,0.03024749999985943
DRUG,2,20,200777,reglog,Our Eps-Fair,0.1,,,0.8090185676392573,0.17885763000852511,0.0459683999997651
DRUG,2,20,200777,reglog,Our Eps-Fair,0.2,,,0.8381962864721485,0.3389315146348395,0.028752199999871664
DRUG,2,20,200777,reglog,Our Eps-Fair,0.3,,,0.8355437665782494,0.40909349246945154,0.0031055999997988692
DRUG,2,20,200777,reglog,Our Eps-Fair,0.4,,,0.8355437665782494,0.40909349246945154,0.004644000000553206
DRUG,2,20,200777,reglog,Our Eps-Fair,0.5,,,0.8355437665782494,0.40909349246945154,0.004131600000619073
DRUG,2,20,200777,reglog,Fairlearn,,0.0001,,0.8010610079575596,0.06163682864450126,0.8443262999999206
DRUG,2,20,200777,reglog,Fairlearn,,0.5,,0.8063660477453581,0.06058539357772097,0.9046752000003835
DRUG,2,20,200777,reglog,Fairlearn,,1.0,,0.7984084880636605,0.05680591077010516,0.8576198000000659
DRUG,2,20,200777,reglog,Fairlearn,,2.5,,0.7957559681697612,0.07340153452685427,0.9572908999998617
DRUG,2,20,200777,reglog,Fairlearn,,5.0,,0.830238726790451,0.3555271383915885,0.7129887999999482
DRUG,2,20,200777,reglog,Fairlearn,,10.0,,0.830238726790451,0.3876669508383064,1.4767121000004408
DRUG,2,20,200777,RF,Unfair,,,,0.8222811671087533,0.31645353793691394,0.028584699999555596
DRUG,2,20,200777,RF,Our Eps-Fair,0.0,,,0.8037135278514589,0.054703040636544464,0.023441299999831244
DRUG,2,20,200777,RF,Our Eps-Fair,0.1,,,0.8275862068965517,0.18473998294970168,0.03455440000016097
DRUG,2,20,200777,RF,Our Eps-Fair,0.2,,,0.8275862068965517,0.2843137254901961,0.02521430000069813
DRUG,2,20,200777,RF,Our Eps-Fair,0.3,,,0.8222811671087533,0.31645353793691394,0.0023153000001912005
DRUG,2,20,200777,RF,Our Eps-Fair,0.4,,,0.8222811671087533,0.31645353793691394,0.00453410000045551
DRUG,2,20,200777,RF,Our Eps-Fair,0.5,,,0.8222811671087533,0.31645353793691394,0.004129399999328598
DRUG,2,20,200777,RF,Fairlearn,,0.0001,,0.7692307692307693,0.032480818414322266,14.217913399999816
DRUG,2,20,200777,RF,Fairlearn,,0.5,,0.7639257294429708,0.02071611253196931,11.537656000000425
DRUG,2,20,200777,RF,Fairlearn,,1.0,,0.7612732095490716,0.03941460642227912,11.026156599999922
DRUG,2,20,200777,RF,Fairlearn,,2.5,,0.8249336870026526,0.20784313725490194,10.652857899999617
DRUG,2,20,200777,RF,Fairlearn,,5.0,,0.8275862068965517,0.25868144359192957,12.165089600000101
DRUG,2,20,200777,RF,Fairlearn,,10.0,,0.830238726790451,0.29880647911338454,19.70799369999986
DRUG,2,20,200777,GBM,Unfair,,,,0.8169761273209549,0.36371128161409494,0.0021970999996483442
DRUG,2,20,200777,GBM,Our Eps-Fair,0.0,,,0.7851458885941645,0.09923273657289006,0.029779899999994086
DRUG,2,20,200777,GBM,Our Eps-Fair,0.1,,,0.8196286472148541,0.2292696788860472,0.01879189999999653
DRUG,2,20,200777,GBM,Our Eps-Fair,0.2,,,0.8116710875331565,0.35194657573174204,0.02127230000041891
DRUG,2,20,200777,GBM,Our Eps-Fair,0.3,,,0.8169761273209549,0.36371128161409494,0.003253699999731907
DRUG,2,20,200777,GBM,Our Eps-Fair,0.4,,,0.8169761273209549,0.36371128161409494,0.003118900000117719
DRUG,2,20,200777,GBM,Our Eps-Fair,0.5,,,0.8169761273209549,0.36371128161409494,0.003374900000380876
DRUG,2,20,200777,GBM,Fairlearn,,0.0001,,0.7745358090185677,0.0017618641659562506,1.2169200999996974
DRUG,2,20,200777,GBM,Fairlearn,,0.5,,0.7718832891246684,0.014833759590792861,1.1847488000003068
DRUG,2,20,200777,GBM,Fairlearn,,1.0,,0.76657824933687,0.04398976982097191,1.3039300000000367
DRUG,2,20,200777,GBM,Fairlearn,,2.5,,0.8169761273209549,0.24586530264279627,1.12538399999994
DRUG,2,20,200777,GBM,Fairlearn,,5.0,,0.8169761273209549,0.298380221653879,1.099173000000519
DRUG,2,20,200777,GBM,Fairlearn,,10.0,,0.8169761273209549,0.36371128161409494,1.8371096999999281
DRUG,2,20,200777,NN,Unfair,,,,0.8222811671087533,0.3914464336459222,
DRUG,2,20,200777,NN,Our Eps-Fair,0.01,,,0.8037135278514589,0.07718101733447003,0.024963100000604754
DRUG,2,20,200777,NN,Our Eps-Fair,0.1,,,0.8222811671087533,0.20511508951406654,0.008711899999980233
DRUG,2,20,200777,NN,Our Eps-Fair,0.3,,,0.8222811671087533,0.3914464336459222,0.0027331000001140637
DRUG,2,20,200777,NN,Our Eps-Fair,0.5,,,0.8222811671087533,0.3914464336459222,0.002276700000038545
DRUG,2,20,200777,NN,Our Eps-Fair,0.9,,,0.8222811671087533,0.3914464336459222,0.002275799999551964
DRUG,2,20,200777,NN,Fair-adversarial,,,0.01,0.8249336870026526,0.39522591645353794,3.1536753999998837
DRUG,2,20,200777,NN,Fair-adversarial,,,0.1,0.830238726790451,0.37485080988917313,3.1840133000005153
DRUG,2,20,200777,NN,Fair-adversarial,,,0.5,0.8249336870026526,0.3084683148621768,3.1761814000001323
DRUG,2,20,200777,NN,Fair-adversarial,,,0.9,0.8275862068965517,0.3185564080704746,3.582862500000374
DRUG,2,20,200777,NN,Fair-adversarial,,,1.0,0.8328912466843501,0.24566638249502704,3.2041165000000547
DRUG,2,21,210777,reglog,Unfair,,,,0.8063660477453581,0.44271099744245523,0.00024850000045262277
DRUG,2,21,210777,reglog,Our Eps-Fair,0.0,,,0.7824933687002652,0.012901392441034387,0.011951399999816203
DRUG,2,21,210777,reglog,Our Eps-Fair,0.1,,,0.8010610079575596,0.13327649900539928,0.014749699999811128
DRUG,2,21,210777,reglog,Our Eps-Fair,0.2,,,0.8143236074270557,0.19377664109121912,0.022537499999998545
DRUG,2,21,210777,reglog,Our Eps-Fair,0.3,,,0.8169761273209549,0.3441886899687412,0.02147789999980887
DRUG,2,21,210777,reglog,Our Eps-Fair,0.4,,,0.8063660477453581,0.44271099744245523,0.0023431999998138053
DRUG,2,21,210777,reglog,Our Eps-Fair,0.5,,,0.8063660477453581,0.44271099744245523,0.002267500000016298
DRUG,2,21,210777,reglog,Fairlearn,,0.0001,,0.7957559681697612,0.09798238135834048,0.618509300000369
DRUG,2,21,210777,reglog,Fairlearn,,0.5,,0.8010610079575596,0.09798238135834048,0.7087557000004381
DRUG,2,21,210777,reglog,Fairlearn,,1.0,,0.8090185676392573,0.08999715828360327,0.5978314000003593
DRUG,2,21,210777,reglog,Fairlearn,,2.5,,0.8063660477453581,0.22108553566354083,0.5823142999997799
DRUG,2,21,210777,reglog,Fairlearn,,5.0,,0.8143236074270557,0.3607843137254902,0.5319804999999178
DRUG,2,21,210777,reglog,Fairlearn,,10.0,,0.8063660477453581,0.44271099744245523,1.089755399999376
DRUG,2,21,210777,RF,Unfair,,,,0.8196286472148541,0.34271099744245526,0.008203999999750522
DRUG,2,21,210777,RF,Our Eps-Fair,0.0,,,0.7904509283819628,0.025291275930662105,0.018978899999638088
DRUG,2,21,210777,RF,Our Eps-Fair,0.1,,,0.8249336870026526,0.142512077294686,0.013145999999323976
DRUG,2,21,210777,RF,Our Eps-Fair,0.2,,,0.8355437665782494,0.20889457232168235,0.042223899999953574
DRUG,2,21,210777,RF,Our Eps-Fair,0.3,,,0.8249336870026526,0.27422563228189833,0.008634600000732462
DRUG,2,21,210777,RF,Our Eps-Fair,0.4,,,0.8196286472148541,0.34271099744245526,0.0023369000000457163
DRUG,2,21,210777,RF,Our Eps-Fair,0.5,,,0.8196286472148541,0.34271099744245526,0.002486299999873154
DRUG,2,21,210777,RF,Fairlearn,,0.0001,,0.7984084880636605,0.1189826655299801,4.218413999999939
DRUG,2,21,210777,RF,Fairlearn,,0.5,,0.7984084880636605,0.0944018186984939,4.820964200000162
DRUG,2,21,210777,RF,Fairlearn,,1.0,,0.8037135278514589,0.12654163114521177,4.055972000000111
DRUG,2,21,210777,RF,Fairlearn,,2.5,,0.8090185676392573,0.21960784313725495,5.540817199999765
DRUG,2,21,210777,RF,Fairlearn,,5.0,,0.8090185676392573,0.32779198635976137,3.757010000000264
DRUG,2,21,210777,RF,Fairlearn,,10.0,,0.8090185676392573,0.29460073884626314,6.446807799999988
DRUG,2,21,210777,GBM,Unfair,,,,0.8090185676392573,0.37800511508951407,0.002926899999692978
DRUG,2,21,210777,GBM,Our Eps-Fair,0.0,,,0.7957559681697612,0.04987212276214836,0.05062340000040422
DRUG,2,21,210777,GBM,Our Eps-Fair,0.1,,,0.8143236074270557,0.1349531116794544,0.030203899999833084
DRUG,2,21,210777,GBM,Our Eps-Fair,0.2,,,0.8222811671087533,0.2275930662119921,0.024757099999987986
DRUG,2,21,210777,GBM,Our Eps-Fair,0.3,,,0.8143236074270557,0.3009093492469451,0.01778329999979178
DRUG,2,21,210777,GBM,Our Eps-Fair,0.4,,,0.8090185676392573,0.37800511508951407,0.0022582000001420965
DRUG,2,21,210777,GBM,Our Eps-Fair,0.5,,,0.8090185676392573,0.37800511508951407,0.0030152999997881125
DRUG,2,21,210777,GBM,Fairlearn,,0.0001,,0.7931034482758621,0.11247513498152889,1.4901579999996102
