Dataset,K,Repetition,Seed,Model,TunedParameters,DataBudgetProtocol,Method,Epsilon,Alpha,Accuracy,Unfairness,OptimizerSuccess,OptimizerStatus,OptimizerMessage,OptimizerIterations,PostprocessRuntimeSeconds,Convergence,SolverResidual,ProjectionRho,ProjectionMaxIterRequested,ProjectionDivergence,ProjectionMethod,TransportCalibrationDPGap,TransportObjective,TransportMIPSolver,TransportQPSolver
DRUG,4,13,130777,RF,"{'n_estimators': np.int64(43), 'min_samples_split': np.int64(2), 'min_samples_leaf': np.int64(4), 'max_depth': np.int64(2)}",paper,Fair-transport,,0.2,0.4482758620689655,0.20723329358996195,True,completed_without_exception,optimal,,0.060368954014847986,optimal,,,,,,0.20000000221795655,0.6547363488560203,CLARABEL,OSQP
DRUG,4,13,130777,RF,"{'n_estimators': np.int64(43), 'min_samples_split': np.int64(2), 'min_samples_leaf': np.int64(4), 'max_depth': np.int64(2)}",paper,Fair-transport,,0.3,0.4482758620689655,0.21864531879861465,True,completed_without_exception,optimal,,0.05886528799601365,optimal,,,,,,0.27828929119841306,0.6545004341394884,CLARABEL,OSQP
DRUG,4,13,130777,RF,"{'n_estimators': np.int64(43), 'min_samples_split': np.int64(2), 'min_samples_leaf': np.int64(4), 'max_depth': np.int64(2)}",paper,Fair-transport,,0.4,0.44297082228116713,0.16723442911485836,True,completed_without_exception,optimal,,0.060161016997881234,optimal,,,,,,0.2782892767137256,0.6545004319366786,CLARABEL,OSQP
DRUG,4,13,130777,GBM,"{'reg_lambda': 0, 'reg_alpha': 0, 'num_leaves': np.int64(9), 'n_estimators': np.int64(173), 'min_child_samples': np.int64(12), 'max_depth': np.int64(10)}",paper,Unfair,,,0.4297082228116711,0.1976381082155226,True,not_applicable,not applicable,0.0,0.0,not_applicable,,,,,,,,,
DRUG,4,13,130777,GBM,"{'reg_lambda': 0, 'reg_alpha': 0, 'num_leaves': np.int64(9), 'n_estimators': np.int64(173), 'min_child_samples': np.int64(12), 'max_depth': np.int64(10)}",paper,Our Eps-Fair,0.0,,0.3978779840848806,0.06622948958155905,True,0,Optimization terminated successfully,19.0,0.021014532991102897,completed_without_exception,,,,,,,,,
DRUG,4,13,130777,GBM,"{'reg_lambda': 0, 'reg_alpha': 0, 'num_leaves': np.int64(9), 'n_estimators': np.int64(173), 'min_child_samples': np.int64(12), 'max_depth': np.int64(10)}",paper,Our Eps-Fair,0.1,,0.41644562334217505,0.17308238233123263,True,0,Optimization terminated successfully,23.0,0.026528725007665344,completed_without_exception,,,,,,,,,
DRUG,4,13,130777,GBM,"{'reg_lambda': 0, 'reg_alpha': 0, 'num_leaves': np.int64(9), 'n_estimators': np.int64(173), 'min_child_samples': np.int64(12), 'max_depth': np.int64(10)}",paper,Our Eps-Fair,0.2,,0.4297082228116711,0.17137909498665757,True,0,Optimization terminated successfully,14.0,0.01598048499727156,completed_without_exception,,,,,,,,,
DRUG,4,13,130777,GBM,"{'reg_lambda': 0, 'reg_alpha': 0, 'num_leaves': np.int64(9), 'n_estimators': np.int64(173), 'min_child_samples': np.int64(12), 'max_depth': np.int64(10)}",paper,Our Eps-Fair,0.3,,0.4297082228116711,0.1976381082155226,True,0,Optimization terminated successfully,1.0,0.0012763289996655658,completed_without_exception,,,,,,,,,
DRUG,4,13,130777,GBM,"{'reg_lambda': 0, 'reg_alpha': 0, 'num_leaves': np.int64(9), 'n_estimators': np.int64(173), 'min_child_samples': np.int64(12), 'max_depth': np.int64(10)}",paper,Our Eps-Fair,0.4,,0.4297082228116711,0.1976381082155226,True,0,Optimization terminated successfully,1.0,0.0012310620077187195,completed_without_exception,,,,,,,,,
DRUG,4,13,130777,GBM,"{'reg_lambda': 0, 'reg_alpha': 0, 'num_leaves': np.int64(9), 'n_estimators': np.int64(173), 'min_child_samples': np.int64(12), 'max_depth': np.int64(10)}",paper,Our Eps-Fair,0.5,,0.4297082228116711,0.1976381082155226,True,0,Optimization terminated successfully,1.0,0.0011800159991253167,completed_without_exception,,,,,,,,,
DRUG,4,13,130777,GBM,"{'reg_lambda': 0, 'reg_alpha': 0, 'num_leaves': np.int64(9), 'n_estimators': np.int64(173), 'min_child_samples': np.int64(12), 'max_depth': np.int64(10)}",paper,FairProjection,,0.0,0.41644562334217505,0.07571112246636005,True,completed_without_exception,convergence_not_observable,,2.9414896599919302,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,13,130777,GBM,"{'reg_lambda': 0, 'reg_alpha': 0, 'num_leaves': np.int64(9), 'n_estimators': np.int64(173), 'min_child_samples': np.int64(12), 'max_depth': np.int64(10)}",paper,FairProjection,,0.1,0.4297082228116711,0.11758360302049625,True,completed_without_exception,convergence_not_observable,,3.0299001289968146,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,13,130777,GBM,"{'reg_lambda': 0, 'reg_alpha': 0, 'num_leaves': np.int64(9), 'n_estimators': np.int64(173), 'min_child_samples': np.int64(12), 'max_depth': np.int64(10)}",paper,FairProjection,,0.2,0.4297082228116711,0.1498041219553739,True,completed_without_exception,convergence_not_observable,,2.9234062720061047,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,13,130777,GBM,"{'reg_lambda': 0, 'reg_alpha': 0, 'num_leaves': np.int64(9), 'n_estimators': np.int64(173), 'min_child_samples': np.int64(12), 'max_depth': np.int64(10)}",paper,FairProjection,,0.5,0.4297082228116711,0.1976381082155226,True,completed_without_exception,convergence_not_observable,,2.9476391400094144,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,13,130777,GBM,"{'reg_lambda': 0, 'reg_alpha': 0, 'num_leaves': np.int64(9), 'n_estimators': np.int64(173), 'min_child_samples': np.int64(12), 'max_depth': np.int64(10)}",paper,FairProjection,,0.75,0.4297082228116711,0.1976381082155226,True,completed_without_exception,convergence_not_observable,,2.9077535700052977,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,13,130777,GBM,"{'reg_lambda': 0, 'reg_alpha': 0, 'num_leaves': np.int64(9), 'n_estimators': np.int64(173), 'min_child_samples': np.int64(12), 'max_depth': np.int64(10)}",paper,Fair-transport,,0.0,0.4005305039787798,0.04868562993243625,True,completed_without_exception,optimal,,0.05984796199481934,optimal,,,,,,1.324417764347885e-08,0.41950534629089736,CLARABEL,OSQP
DRUG,4,13,130777,GBM,"{'reg_lambda': 0, 'reg_alpha': 0, 'num_leaves': np.int64(9), 'n_estimators': np.int64(173), 'min_child_samples': np.int64(12), 'max_depth': np.int64(10)}",paper,Fair-transport,,0.1,0.41379310344827586,0.1682280133991938,True,completed_without_exception,optimal,,0.0477339689823566,optimal,,,,,,0.10000000094465625,0.38723420769246253,CLARABEL,OSQP
DRUG,4,13,130777,GBM,"{'reg_lambda': 0, 'reg_alpha': 0, 'num_leaves': np.int64(9), 'n_estimators': np.int64(173), 'min_child_samples': np.int64(12), 'max_depth': np.int64(10)}",paper,Fair-transport,,0.2,0.4244031830238727,0.16751831033895417,True,completed_without_exception,optimal,,0.055987874016864225,optimal,,,,,,0.20000000273911392,0.37593807855474565,CLARABEL,OSQP
DRUG,4,13,130777,GBM,"{'reg_lambda': 0, 'reg_alpha': 0, 'num_leaves': np.int64(9), 'n_estimators': np.int64(173), 'min_child_samples': np.int64(12), 'max_depth': np.int64(10)}",paper,Fair-transport,,0.3,0.4270557029177719,0.1976381082155226,True,completed_without_exception,optimal,,0.0477237739978591,optimal,,,,,,0.2795396418710058,0.3734227618008591,CLARABEL,OSQP
DRUG,4,13,130777,GBM,"{'reg_lambda': 0, 'reg_alpha': 0, 'num_leaves': np.int64(9), 'n_estimators': np.int64(173), 'min_child_samples': np.int64(12), 'max_depth': np.int64(10)}",paper,Fair-transport,,0.4,0.4270557029177719,0.20933401464827114,True,completed_without_exception,optimal,,0.0415897729981225,optimal,,,,,,0.2795396418613951,0.37342276137639213,CLARABEL,OSQP
DRUG,4,14,140777,reglog,{},paper,Unfair,,,0.46949602122015915,0.3327939590075512,True,not_applicable,not applicable,0.0,0.0,not_applicable,,,,,,,,,
DRUG,4,14,140777,reglog,{},paper,Our Eps-Fair,0.0,,0.4509283819628647,0.033015386362345994,True,0,Optimization terminated successfully,14.0,0.016161478008143604,completed_without_exception,,,,,,,,,
DRUG,4,14,140777,reglog,{},paper,Our Eps-Fair,0.1,,0.4880636604774536,0.11593709192074036,True,0,Optimization terminated successfully,15.0,0.018519433986512013,completed_without_exception,,,,,,,,,
DRUG,4,14,140777,reglog,{},paper,Our Eps-Fair,0.2,,0.46419098143236076,0.20056208482370974,True,0,Optimization terminated successfully,9.0,0.01137287299206946,completed_without_exception,,,,,,,,,
DRUG,4,14,140777,reglog,{},paper,Our Eps-Fair,0.3,,0.46949602122015915,0.3327939590075512,True,0,Optimization terminated successfully,4.0,0.004895047008176334,completed_without_exception,,,,,,,,,
DRUG,4,14,140777,reglog,{},paper,Our Eps-Fair,0.4,,0.46949602122015915,0.3327939590075512,True,0,Optimization terminated successfully,1.0,0.0013077400071779266,completed_without_exception,,,,,,,,,
DRUG,4,14,140777,reglog,{},paper,Our Eps-Fair,0.5,,0.46949602122015915,0.3327939590075512,True,0,Optimization terminated successfully,1.0,0.0013873160060029477,completed_without_exception,,,,,,,,,
DRUG,4,14,140777,reglog,{},paper,FairProjection,,0.0,0.46153846153846156,0.06412876852324986,True,completed_without_exception,convergence_not_observable,,2.992672313004732,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,14,140777,reglog,{},paper,FairProjection,,0.1,0.46684350132625996,0.14582978481803216,True,completed_without_exception,convergence_not_observable,,3.0332921509980224,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,14,140777,reglog,{},paper,FairProjection,,0.2,0.4588859416445623,0.18196786464543233,True,completed_without_exception,convergence_not_observable,,2.9742968850041507,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,14,140777,reglog,{},paper,FairProjection,,0.5,0.46949602122015915,0.3327939590075512,True,completed_without_exception,convergence_not_observable,,3.0078521120158257,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,14,140777,reglog,{},paper,FairProjection,,0.75,0.46949602122015915,0.3327939590075512,True,completed_without_exception,convergence_not_observable,,2.9760831969761057,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,14,140777,reglog,{},paper,Fair-transport,,0.0,0.4509283819628647,0.02921137795946177,True,completed_without_exception,optimal,,0.059568846991169266,optimal,,,,,,6.128414720141251e-10,0.5785785489693657,CLARABEL,OSQP
DRUG,4,14,140777,reglog,{},paper,Fair-transport,,0.1,0.47480106100795755,0.11559643445182538,True,completed_without_exception,optimal,,0.058764792993315496,optimal,,,,,,0.10000000976463685,0.5614687970064451,CLARABEL,OSQP
DRUG,4,14,140777,reglog,{},paper,Fair-transport,,0.2,0.493368700265252,0.1604496678589678,True,completed_without_exception,optimal,,0.05708378099370748,optimal,,,,,,0.20000000116302108,0.555913148535608,CLARABEL,OSQP
DRUG,4,14,140777,reglog,{},paper,Fair-transport,,0.3,0.46949602122015915,0.35133140294100945,True,completed_without_exception,optimal,,0.05608715699054301,optimal,,,,,,0.3000000010933075,0.5540307797623628,CLARABEL,OSQP
DRUG,4,14,140777,reglog,{},paper,Fair-transport,,0.4,0.4535809018567639,0.3871288252994947,True,completed_without_exception,optimal,,0.05489679098536726,optimal,,,,,,0.35180447774155815,0.553862421454318,CLARABEL,OSQP
DRUG,4,14,140777,RF,"{'n_estimators': np.int64(192), 'min_samples_split': np.int64(3), 'min_samples_leaf': np.int64(5), 'max_depth': np.int64(3)}",paper,Unfair,,,0.4535809018567639,0.1771134957133935,True,not_applicable,not applicable,0.0,0.0,not_applicable,,,,,,,,,
DRUG,4,14,140777,RF,"{'n_estimators': np.int64(192), 'min_samples_split': np.int64(3), 'min_samples_leaf': np.int64(5), 'max_depth': np.int64(3)}",paper,Our Eps-Fair,0.0,,0.4562334217506631,0.045818429569068286,True,0,Optimization terminated successfully,15.0,0.017115170994657092,completed_without_exception,,,,,,,,,
DRUG,4,14,140777,RF,"{'n_estimators': np.int64(192), 'min_samples_split': np.int64(3), 'min_samples_leaf': np.int64(5), 'max_depth': np.int64(3)}",paper,Our Eps-Fair,0.1,,0.4588859416445623,0.08857094191790155,True,0,Optimization terminated successfully,21.0,0.022176880011102185,completed_without_exception,,,,,,,,,
DRUG,4,14,140777,RF,"{'n_estimators': np.int64(192), 'min_samples_split': np.int64(3), 'min_samples_leaf': np.int64(5), 'max_depth': np.int64(3)}",paper,Our Eps-Fair,0.2,,0.4562334217506631,0.17126554249701922,True,0,Optimization terminated successfully,5.0,0.005278776996419765,completed_without_exception,,,,,,,,,
DRUG,4,14,140777,RF,"{'n_estimators': np.int64(192), 'min_samples_split': np.int64(3), 'min_samples_leaf': np.int64(5), 'max_depth': np.int64(3)}",paper,Our Eps-Fair,0.3,,0.4535809018567639,0.1771134957133935,True,0,Optimization terminated successfully,1.0,0.0011977230024058372,completed_without_exception,,,,,,,,,
DRUG,4,14,140777,RF,"{'n_estimators': np.int64(192), 'min_samples_split': np.int64(3), 'min_samples_leaf': np.int64(5), 'max_depth': np.int64(3)}",paper,Our Eps-Fair,0.4,,0.4535809018567639,0.1771134957133935,True,0,Optimization terminated successfully,1.0,0.0012036810076097026,completed_without_exception,,,,,,,,,
DRUG,4,14,140777,RF,"{'n_estimators': np.int64(192), 'min_samples_split': np.int64(3), 'min_samples_leaf': np.int64(5), 'max_depth': np.int64(3)}",paper,Our Eps-Fair,0.5,,0.4535809018567639,0.1771134957133935,True,0,Optimization terminated successfully,1.0,0.0012254230096004903,completed_without_exception,,,,,,,,,
DRUG,4,14,140777,RF,"{'n_estimators': np.int64(192), 'min_samples_split': np.int64(3), 'min_samples_leaf': np.int64(5), 'max_depth': np.int64(3)}",paper,FairProjection,,0.0,0.4535809018567639,0.04570487707942994,True,completed_without_exception,convergence_not_observable,,2.9113485679990845,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,14,140777,RF,"{'n_estimators': np.int64(192), 'min_samples_split': np.int64(3), 'min_samples_leaf': np.int64(5), 'max_depth': np.int64(3)}",paper,FairProjection,,0.1,0.4588859416445623,0.11184920229376027,True,completed_without_exception,convergence_not_observable,,2.988105126991286,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,14,140777,RF,"{'n_estimators': np.int64(192), 'min_samples_split': np.int64(3), 'min_samples_leaf': np.int64(5), 'max_depth': np.int64(3)}",paper,FairProjection,,0.2,0.46153846153846156,0.18682223357747116,True,completed_without_exception,convergence_not_observable,,2.8913821209862363,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,14,140777,RF,"{'n_estimators': np.int64(192), 'min_samples_split': np.int64(3), 'min_samples_leaf': np.int64(5), 'max_depth': np.int64(3)}",paper,FairProjection,,0.5,0.4535809018567639,0.1771134957133935,True,completed_without_exception,convergence_not_observable,,2.943007951005711,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,14,140777,RF,"{'n_estimators': np.int64(192), 'min_samples_split': np.int64(3), 'min_samples_leaf': np.int64(5), 'max_depth': np.int64(3)}",paper,FairProjection,,0.75,0.4535809018567639,0.1771134957133935,True,completed_without_exception,convergence_not_observable,,2.9516220509976847,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,14,140777,RF,"{'n_estimators': np.int64(192), 'min_samples_split': np.int64(3), 'min_samples_leaf': np.int64(5), 'max_depth': np.int64(3)}",paper,Fair-transport,,0.0,0.4588859416445623,0.05552716743314595,True,completed_without_exception,optimal,,0.05892892299743835,optimal,,,,,,6.47615011617475e-09,0.6253897118534751,CLARABEL,OSQP
DRUG,4,14,140777,RF,"{'n_estimators': np.int64(192), 'min_samples_split': np.int64(3), 'min_samples_leaf': np.int64(5), 'max_depth': np.int64(3)}",paper,Fair-transport,,0.1,0.46949602122015915,0.10991880996990858,True,completed_without_exception,optimal,,0.04967686499003321,optimal,,,,,,0.1000000005490258,0.6158258876351181,CLARABEL,OSQP
DRUG,4,14,140777,RF,"{'n_estimators': np.int64(192), 'min_samples_split': np.int64(3), 'min_samples_leaf': np.int64(5), 'max_depth': np.int64(3)}",paper,Fair-transport,,0.2,0.4535809018567639,0.15272809856356098,True,completed_without_exception,optimal,,0.05596815900935326,optimal,,,,,,0.2000000016041648,0.614289054045867,CLARABEL,OSQP
DRUG,4,14,140777,RF,"{'n_estimators': np.int64(192), 'min_samples_split': np.int64(3), 'min_samples_leaf': np.int64(5), 'max_depth': np.int64(3)}",paper,Fair-transport,,0.3,0.46684350132625996,0.20039175608925225,True,completed_without_exception,optimal,,0.05673907100572251,optimal,,,,,,0.24194372146525905,0.6142500936974968,CLARABEL,OSQP
DRUG,4,14,140777,RF,"{'n_estimators': np.int64(192), 'min_samples_split': np.int64(3), 'min_samples_leaf': np.int64(5), 'max_depth': np.int64(3)}",paper,Fair-transport,,0.4,0.47214854111405835,0.18968943394083915,True,completed_without_exception,optimal,,0.18535458100086544,optimal,,,,,,0.2419437253874015,0.6142500930047904,CLARABEL,OSQP
DRUG,4,14,140777,GBM,"{'reg_lambda': 0, 'reg_alpha': 5, 'num_leaves': np.int64(46), 'n_estimators': np.int64(120), 'min_child_samples': np.int64(16), 'max_depth': np.int64(8)}",paper,Unfair,,,0.47745358090185674,0.22869471413160736,True,not_applicable,not applicable,0.0,0.0,not_applicable,,,,,,,,,
DRUG,4,14,140777,GBM,"{'reg_lambda': 0, 'reg_alpha': 5, 'num_leaves': np.int64(46), 'n_estimators': np.int64(120), 'min_child_samples': np.int64(16), 'max_depth': np.int64(8)}",paper,Our Eps-Fair,0.0,,0.46419098143236076,0.10043717708510758,True,0,Optimization terminated successfully,18.0,0.019075728007010184,completed_without_exception,,,,,,,,,
DRUG,4,14,140777,GBM,"{'reg_lambda': 0, 'reg_alpha': 5, 'num_leaves': np.int64(46), 'n_estimators': np.int64(120), 'min_child_samples': np.int64(16), 'max_depth': np.int64(8)}",paper,Our Eps-Fair,0.1,,0.4827586206896552,0.18103105660591612,True,0,Optimization terminated successfully,17.0,0.017895947996294126,completed_without_exception,,,,,,,,,
DRUG,4,14,140777,GBM,"{'reg_lambda': 0, 'reg_alpha': 5, 'num_leaves': np.int64(46), 'n_estimators': np.int64(120), 'min_child_samples': np.int64(16), 'max_depth': np.int64(8)}",paper,Our Eps-Fair,0.2,,0.47745358090185674,0.22869471413160736,True,0,Optimization terminated successfully,7.0,0.007694280007854104,completed_without_exception,,,,,,,,,
DRUG,4,14,140777,GBM,"{'reg_lambda': 0, 'reg_alpha': 5, 'num_leaves': np.int64(46), 'n_estimators': np.int64(120), 'min_child_samples': np.int64(16), 'max_depth': np.int64(8)}",paper,Our Eps-Fair,0.3,,0.47745358090185674,0.22869471413160736,True,0,Optimization terminated successfully,1.0,0.001181587009341456,completed_without_exception,,,,,,,,,
DRUG,4,14,140777,GBM,"{'reg_lambda': 0, 'reg_alpha': 5, 'num_leaves': np.int64(46), 'n_estimators': np.int64(120), 'min_child_samples': np.int64(16), 'max_depth': np.int64(8)}",paper,Our Eps-Fair,0.4,,0.47745358090185674,0.22869471413160736,True,0,Optimization terminated successfully,1.0,0.0011207080096937716,completed_without_exception,,,,,,,,,
DRUG,4,14,140777,GBM,"{'reg_lambda': 0, 'reg_alpha': 5, 'num_leaves': np.int64(46), 'n_estimators': np.int64(120), 'min_child_samples': np.int64(16), 'max_depth': np.int64(8)}",paper,Our Eps-Fair,0.5,,0.47745358090185674,0.22869471413160736,True,0,Optimization terminated successfully,1.0,0.0011028100125258788,completed_without_exception,,,,,,,,,
DRUG,4,14,140777,GBM,"{'reg_lambda': 0, 'reg_alpha': 5, 'num_leaves': np.int64(46), 'n_estimators': np.int64(120), 'min_child_samples': np.int64(16), 'max_depth': np.int64(8)}",paper,FairProjection,,0.0,0.47214854111405835,0.1499176744450122,True,completed_without_exception,convergence_not_observable,,2.941595836004126,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,14,140777,GBM,"{'reg_lambda': 0, 'reg_alpha': 5, 'num_leaves': np.int64(46), 'n_estimators': np.int64(120), 'min_child_samples': np.int64(16), 'max_depth': np.int64(8)}",paper,FairProjection,,0.1,0.47745358090185674,0.18003747232158068,True,completed_without_exception,convergence_not_observable,,2.983378258999437,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,14,140777,GBM,"{'reg_lambda': 0, 'reg_alpha': 5, 'num_leaves': np.int64(46), 'n_estimators': np.int64(120), 'min_child_samples': np.int64(16), 'max_depth': np.int64(8)}",paper,FairProjection,,0.2,0.48010610079575594,0.18974621018565835,True,completed_without_exception,convergence_not_observable,,3.0089489100064384,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,14,140777,GBM,"{'reg_lambda': 0, 'reg_alpha': 5, 'num_leaves': np.int64(46), 'n_estimators': np.int64(120), 'min_child_samples': np.int64(16), 'max_depth': np.int64(8)}",paper,FairProjection,,0.5,0.47745358090185674,0.22869471413160736,True,completed_without_exception,convergence_not_observable,,2.988133475999348,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,14,140777,GBM,"{'reg_lambda': 0, 'reg_alpha': 5, 'num_leaves': np.int64(46), 'n_estimators': np.int64(120), 'min_child_samples': np.int64(16), 'max_depth': np.int64(8)}",paper,FairProjection,,0.75,0.47745358090185674,0.22869471413160736,True,completed_without_exception,convergence_not_observable,,2.9641829280008096,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,14,140777,GBM,"{'reg_lambda': 0, 'reg_alpha': 5, 'num_leaves': np.int64(46), 'n_estimators': np.int64(120), 'min_child_samples': np.int64(16), 'max_depth': np.int64(8)}",paper,Fair-transport,,0.0,0.46153846153846156,0.07803894850394594,True,completed_without_exception,optimal,,0.06369859501137398,optimal,,,,,,2.9199969664439607e-09,0.49361005696849225,CLARABEL,OSQP
DRUG,4,14,140777,GBM,"{'reg_lambda': 0, 'reg_alpha': 5, 'num_leaves': np.int64(46), 'n_estimators': np.int64(120), 'min_child_samples': np.int64(16), 'max_depth': np.int64(8)}",paper,Fair-transport,,0.1,0.48010610079575594,0.17518310338954185,True,completed_without_exception,optimal,,0.06020454000099562,optimal,,,,,,0.10000000985318078,0.4726807444717228,CLARABEL,OSQP
DRUG,4,14,140777,GBM,"{'reg_lambda': 0, 'reg_alpha': 5, 'num_leaves': np.int64(46), 'n_estimators': np.int64(120), 'min_child_samples': np.int64(16), 'max_depth': np.int64(8)}",paper,Fair-transport,,0.2,0.4827586206896552,0.267529665587918,True,completed_without_exception,optimal,,0.05856120999669656,optimal,,,,,,0.2000000004464423,0.46810310615142453,CLARABEL,OSQP
DRUG,4,14,140777,GBM,"{'reg_lambda': 0, 'reg_alpha': 5, 'num_leaves': np.int64(46), 'n_estimators': np.int64(120), 'min_child_samples': np.int64(16), 'max_depth': np.int64(8)}",paper,Fair-transport,,0.3,0.47480106100795755,0.22869471413160736,True,completed_without_exception,optimal,,0.057500345006701536,optimal,,,,,,0.2220801341062762,0.46805873098066764,CLARABEL,OSQP
DRUG,4,14,140777,GBM,"{'reg_lambda': 0, 'reg_alpha': 5, 'num_leaves': np.int64(46), 'n_estimators': np.int64(120), 'min_child_samples': np.int64(16), 'max_depth': np.int64(8)}",paper,Fair-transport,,0.4,0.47480106100795755,0.22869471413160736,True,completed_without_exception,optimal,,0.05888452900398988,optimal,,,,,,0.22208013382015995,0.46805873096084877,CLARABEL,OSQP
DRUG,4,15,150777,reglog,{},paper,Unfair,,,0.47745358090185674,0.2665360813035826,True,not_applicable,not applicable,0.0,0.0,not_applicable,,,,,,,,,
DRUG,4,15,150777,reglog,{},paper,Our Eps-Fair,0.0,,0.4217506631299735,0.0826662124567081,True,0,Optimization terminated successfully,18.0,0.02051779600151349,completed_without_exception,,,,,,,,,
DRUG,4,15,150777,reglog,{},paper,Our Eps-Fair,0.1,,0.46419098143236076,0.1450065292681542,True,0,Optimization terminated successfully,14.0,0.016609539001365192,completed_without_exception,,,,,,,,,
DRUG,4,15,150777,reglog,{},paper,Our Eps-Fair,0.2,,0.4588859416445623,0.19559416340203262,True,0,Optimization terminated successfully,10.0,0.011407174009946175,completed_without_exception,,,,,,,,,
DRUG,4,15,150777,reglog,{},paper,Our Eps-Fair,0.3,,0.47480106100795755,0.2519729745074661,True,0,Optimization terminated successfully,9.0,0.011028923006961122,completed_without_exception,,,,,,,,,
DRUG,4,15,150777,reglog,{},paper,Our Eps-Fair,0.4,,0.47745358090185674,0.2665360813035826,True,0,Optimization terminated successfully,1.0,0.0012587459932547063,completed_without_exception,,,,,,,,,
DRUG,4,15,150777,reglog,{},paper,Our Eps-Fair,0.5,,0.47745358090185674,0.2665360813035826,True,0,Optimization terminated successfully,1.0,0.0012695889890892431,completed_without_exception,,,,,,,,,
DRUG,4,15,150777,reglog,{},paper,FairProjection,,0.0,0.4403183023872679,0.0933685346051212,True,completed_without_exception,convergence_not_observable,,2.9655165650037816,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,15,150777,reglog,{},paper,FairProjection,,0.1,0.44562334217506633,0.1682280133991938,True,completed_without_exception,convergence_not_observable,,2.9090612389845774,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,15,150777,reglog,{},paper,FairProjection,,0.2,0.46153846153846156,0.14881053767103847,True,completed_without_exception,convergence_not_observable,,3.004304221001803,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,15,150777,reglog,{},paper,FairProjection,,0.5,0.47745358090185674,0.2665360813035826,True,completed_without_exception,convergence_not_observable,,3.02003943901218,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,15,150777,reglog,{},paper,FairProjection,,0.75,0.47745358090185674,0.2665360813035826,True,completed_without_exception,convergence_not_observable,,2.9752311060001375,convergence_not_observable,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,15,150777,reglog,{},paper,Fair-transport,,0.0,0.4270557029177719,0.0758246749559984,True,completed_without_exception,optimal,,0.062014922019443475,optimal,,,,,,5.018611554108432e-09,0.5730866295939675,CLARABEL,OSQP
DRUG,4,15,150777,reglog,{},paper,Fair-transport,,0.1,0.46419098143236076,0.15255776982910352,True,completed_without_exception,optimal,,0.06220303301233798,optimal,,,,,,0.10000001020518862,0.5548691992605675,CLARABEL,OSQP
DRUG,4,15,150777,reglog,{},paper,Fair-transport,,0.2,0.47214854111405835,0.201498892863226,True,completed_without_exception,optimal,,0.06029684100940358,optimal,,,,,,0.20000000087472677,0.5497674181862653,CLARABEL,OSQP
DRUG,4,15,150777,reglog,{},paper,Fair-transport,,0.3,0.48010610079575594,0.24132742860387213,True,completed_without_exception,optimal,,0.06014005899487529,optimal,,,,,,0.30000000124431886,0.5483397440893367,CLARABEL,OSQP
DRUG,4,15,150777,reglog,{},paper,Fair-transport,,0.4,0.47745358090185674,0.2665360813035826,True,completed_without_exception,optimal,,0.044824390002759174,optimal,,,,,,0.31105427937475727,0.5483145329781528,CLARABEL,OSQP
DRUG,4,15,150777,RF,"{'n_estimators': np.int64(109), 'min_samples_split': np.int64(10), 'min_samples_leaf': np.int64(2), 'max_depth': np.int64(3)}",paper,Unfair,,,0.4376657824933687,0.19085334695963208,True,not_applicable,not applicable,0.0,0.0,not_applicable,,,,,,,,,
